time/episodes,cv/rollout_cv_value,cv/rollout_cv_count,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
580,10014.439728222787,12373,238,121,29000,-5.879096110000001,50.0,0.005258806007914245,18950,3.2732699871063233,0.001
584,10019.918741889298,12387,238,122,29200,-5.896119789999999,50.0,0.006072617694735527,19150,3.262813539505005,0.001
588,10022.47419711575,12394,238,123,29400,-5.83825299,50.0,0.003990786718204618,19350,3.3180157947540283,0.001
592,10032.011042121798,12414,238,124,29600,-5.88757365,50.0,0.003862836027983576,19550,3.3311546230316162,0.001
596,10035.909964140505,12427,238,124,29800,-5.71811386,50.0,0.007151811001822352,19750,3.2898346185684204,0.001
600,10046.351570382714,12445,238,125,30000,-5.763319689999999,50.0,0.004507675776258111,19950,3.257926845550537,0.001
604,10048.23317752406,12451,238,126,30200,-5.68459309,50.0,0.0053366455482319,20150,3.239378652572632,0.001
608,10064.057939656079,12476,238,127,30400,-5.793102640000001,50.0,0.005752372685819864,20350,3.2551471042633056,0.001
612,10071.52287997678,12492,237,128,30600,-5.851384640000001,50.0,0.004282813630998135,20550,3.262318902015686,0.001
616,10074.315493896604,12499,237,129,30800,-5.824221000000001,50.0,0.00436174004804343,20750,3.236393299102783,0.001
620,10089.332579985261,12522,237,130,31000,-5.840022099999999,50.0,0.004654031558893621,20950,3.2624074745178224,0.001
624,10101.376087736338,12542,236,132,31200,-5.915954930000001,50.0,0.005941274613142014,21150,3.2456887006759643,0.001
628,10104.548406440765,12554,235,133,31400,-5.94735692,50.0,0.0047793662641197445,21350,3.2694923210144045,0.001
632,10111.57034361735,12575,235,134,31600,-5.949805550000001,50.0,0.0059418983617797495,21550,3.2385995864868162,0.001
636,10114.364811345935,12582,234,135,31800,-5.874268270000001,50.0,0.009245554176159203,21750,3.2149513244628904,0.001
640,10118.083417095244,12595,234,136,32000,-5.84360859,50.0,0.004734848844818771,21950,3.1551041316986086,0.001
644,10122.94207956642,12608,234,137,32200,-5.822902780000001,50.0,0.00468164193443954,22150,3.2403561067581177,0.001
648,10127.35578924045,12617,234,138,32400,-5.806245199999998,50.0,0.005368668739683926,22350,3.201271023750305,0.001
652,10138.61683768779,12642,234,139,32600,-5.93281331,50.0,0.005163368382491171,22550,3.1760463953018188,0.001
656,10147.396888364106,12665,233,140,32800,-5.957261870000001,50.0,0.0049208618514239785,22750,3.223521032333374,0.001
660,10149.81463347748,12675,234,141,33000,-5.86259734,50.0,0.005499341357499361,22950,3.184879240989685,0.001
664,10161.49866573885,12695,233,142,33200,-5.93665946,50.0,0.004741504024714231,23150,3.158190360069275,0.001
668,10167.613603580743,12713,233,143,33400,-5.972903529999999,50.0,0.0044632388837635515,23350,3.232172269821167,0.001
672,10170.964145801961,12720,232,144,33600,-5.94793412,50.0,0.005978229977190494,23550,3.216299910545349,0.001
676,10175.065512113273,12732,231,145,33800,-5.897783590000001,50.0,0.006590404724702239,23750,3.2221810674667357,0.001
680,10179.249883588403,12746,231,146,34000,-5.81953483,50.0,0.005280584562569857,23950,3.142321572303772,0.001
684,10181.356541041285,12751,231,148,34200,-5.764437679999999,50.0,0.005639390726573765,24150,3.1501686429977416,0.001
688,10186.217675682157,12764,230,148,34400,-5.7973016,50.0,0.006122477408498525,24350,3.1769464921951296,0.001
692,10195.457028537989,12785,230,150,34600,-5.826305460000001,50.0,0.005517241642810405,24550,3.1073198556900024,0.001
696,10197.28136201948,12792,230,151,34800,-5.81774634,50.0,0.005885796509683132,24750,3.171925411224365,0.001
700,10202.158503826708,12809,230,152,35000,-5.80590024,50.0,0.006491494993679225,24950,3.2060591697692873,0.001
704,10209.648085255176,12829,230,152,35200,-5.89570913,50.0,0.0065182783221825955,25150,3.1751449394226072,0.001
708,10213.560297384858,12843,230,153,35400,-5.791531780000001,50.0,0.004675389034673572,25350,3.1329312324523926,0.001
712,10220.303554095328,12863,230,154,35600,-5.80741496,50.0,0.0060375154251232745,25550,3.1352837610244753,0.001
716,10224.911325097084,12877,229,155,35800,-5.792439839999999,50.0,0.005331284487619996,25750,3.186954836845398,0.001
720,10232.458280332386,12900,229,156,36000,-5.77085267,50.0,0.006143904104828834,25950,3.079157886505127,0.001
724,10237.323549512774,12914,229,157,36200,-5.72994917,50.0,0.006092987558804453,26150,3.068603572845459,0.001
728,10241.683038201183,12929,229,158,36400,-5.76805433,50.0,0.008016049284487963,26350,3.09325918674469,0.001
732,10245.369844455272,12941,229,159,36600,-5.7050860399999985,50.0,0.005839776527136564,26550,3.054778690338135,0.001
736,10248.846078321338,12949,229,160,36800,-5.675424379999999,50.0,0.00453672026284039,26750,3.0978278303146363,0.001
740,10253.105986386538,12963,229,161,37000,-5.68049306,50.0,0.0060383537085726855,26950,3.083968152999878,0.001
744,10256.538118418306,12976,228,162,37200,-5.689340319999999,50.0,0.007645872002467513,27150,3.023646788597107,0.001
748,10259.135816447437,12984,228,163,37400,-5.65238899,50.0,0.006773735405877232,27350,3.140433192253113,0.001
752,10265.998861193657,13007,228,164,37600,-5.626752690000001,50.0,0.009880449925549328,27550,3.1164698123931887,0.001
756,10270.068801730871,13019,228,165,37800,-5.578263430000001,50.0,0.0058054429991170765,27750,3.074236960411072,0.001
760,10274.539525419474,13034,227,166,38000,-5.647583459999998,50.0,0.004851844958029688,27950,3.013928246498108,0.001
764,10279.545617546886,13049,227,168,38200,-5.6367817,50.0,0.005219720145687461,28150,3.069975357055664,0.001
768,10284.58361461386,13062,227,169,38400,-5.54243069,50.0,0.00647596396971494,28350,3.06617880821228,0.001
772,10300.505498550832,13091,226,170,38600,-5.6095952,50.0,0.006197668677195907,28550,3.0068693590164184,0.001
776,10303.60392640531,13100,226,170,38800,-5.5643509700000005,50.0,0.007760196863673627,28750,2.9899384927749635,0.001
780,10306.338634356856,13109,226,171,39000,-5.519821439999999,50.0,0.00558064244221896,28950,2.9577883529663085,0.001
784,10310.392598498613,13122,226,172,39200,-5.572924229999999,50.0,0.004487032117322087,29150,3.0020186853408815,0.001
788,10325.905573491007,13148,226,173,39400,-5.6366601,50.0,0.005282004689797759,29350,2.9610602951049803,0.001
792,10331.901701405644,13163,226,174,39600,-5.57971145,50.0,0.006556070302613079,29550,2.9594092082977297,0.001
796,10337.267861109227,13181,226,175,39800,-5.6063956,50.0,0.005020176228135824,29750,2.9804707860946653,0.001
800,10343.037951409817,13200,226,176,40000,-5.6236578900000005,50.0,0.005478136907331645,29950,2.9321264600753785,0.001
804,10349.632507689297,13217,227,177,40200,-5.5840456,50.0,0.006110836840234697,30150,2.897899475097656,0.001
808,10353.026908311993,13228,227,177,40400,-5.5691150899999995,50.0,0.00919338251464069,30350,2.9242216825485228,0.001
812,10358.045669723302,13241,227,178,40600,-5.481816629999997,50.0,0.007688712794333696,30550,2.9010195255279543,0.001
816,10370.136651977897,13269,227,179,40800,-5.548872869999999,50.0,0.005869429595768452,30750,2.9032090282440186,0.001
820,10379.615222278982,13291,227,180,41000,-5.54564476,50.0,0.006245037326589226,30950,2.9070619106292725,0.001
824,10384.076259307563,13305,227,181,41200,-5.483178369999999,50.0,0.005563978864811361,31150,2.9233026266098023,0.001
828,10387.188065756112,13314,227,182,41400,-5.41479687,50.0,0.006285486025735736,31350,2.9185218477249144,0.001
832,10399.474660910666,13333,227,182,41600,-5.43233837,50.0,0.009269134420901538,31550,2.854095907211304,0.001
836,10407.494372680783,13350,227,183,41800,-5.488348659999999,50.0,0.0059485592739656565,31750,2.856617465019226,0.001
840,10410.39989136532,13362,227,184,42000,-5.485001969999998,50.0,0.008377832947298885,31950,2.8527074098587035,0.001
844,10418.248361170292,13378,227,185,42200,-5.481970629999999,50.0,0.005581744839437306,32150,2.7866130828857423,0.001
848,10424.892435003072,13399,227,186,42400,-5.539804190000001,50.0,0.0054681004537269476,32350,2.8265023326873777,0.001
852,10445.124683540314,13428,227,187,42600,-5.60036364,50.0,0.006866289768368006,32550,2.846390194892883,0.001
856,10456.668298158795,13450,227,188,42800,-5.612860909999999,50.0,0.00615438049659133,32750,2.8323684310913086,0.001
860,10463.142388574779,13463,227,189,43000,-5.607359270000001,50.0,0.005470408909022808,32950,2.7981186294555664,0.001
864,10471.19833099097,13475,226,190,43200,-5.57627934,50.0,0.006809327816590667,33150,2.867489929199219,0.001
868,10476.414115257561,13492,226,191,43400,-5.601236430000001,50.0,0.005028214380145073,33350,2.8007253313064577,0.001
872,10481.341051068157,13503,226,192,43600,-5.52691406,50.0,0.004947447529993951,33550,2.802680420875549,0.001
876,10487.825218793005,13520,226,193,43800,-5.575417170000001,50.0,0.006814516871236265,33750,2.7849256134033205,0.001
880,10491.681294038892,13530,226,194,44000,-5.581825489999999,50.0,0.006206440678797662,33950,2.7315318965911866,0.001
884,10496.202483728528,13544,226,195,44200,-5.594900859999999,50.0,0.005859456043690443,34150,2.7415342044830324,0.001
888,10503.164947152138,13558,226,196,44400,-5.53677327,50.0,0.0052658404456451535,34350,2.7511106538772583,0.001
892,10510.801455039531,13578,226,197,44600,-5.54991892,50.0,0.006669377977959812,34550,2.7578687477111816,0.001
896,10515.71042246744,13591,226,198,44800,-5.54822175,50.0,0.005349397696554661,34750,2.7070323753356935,0.001
900,10524.575946576893,13610,226,198,45000,-5.546126279999998,50.0,0.0062478934135288,34950,2.6922036314010622,0.001
904,10531.137638729066,13625,226,199,45200,-5.52913272,50.0,0.014600595589727164,35150,2.7256893634796144,0.001
908,10536.689129251987,13641,226,200,45400,-5.53608568,50.0,0.00541941536590457,35350,2.7418168783187866,0.001
912,10548.801481757313,13666,226,201,45600,-5.625910829999998,50.0,0.007315276092849671,35550,2.7106285429000856,0.001
916,10551.704797528684,13674,226,202,45800,-5.50512388,50.0,0.005702170841395855,35750,2.6882776927948,0.001
920,10558.52871491015,13686,226,203,46000,-5.457037270000001,50.0,0.0060499128000810745,35950,2.6941212940216066,0.001
924,10565.484085954726,13707,226,204,46200,-5.527585289999999,50.0,0.00550576978828758,36150,2.6810466337203978,0.001
928,10569.359655171633,13720,226,205,46400,-5.57610938,50.0,0.006058144294656813,36350,2.653513126373291,0.001
932,10573.183834273368,13731,226,205,46600,-5.51896013,50.0,0.005276906965300441,36550,2.7109706830978393,0.001
936,10580.277529127896,13750,226,206,46800,-5.545264709999999,50.0,0.006253545149229467,36750,2.6510621547698974,0.001
940,10595.816058665514,13789,226,207,47000,-5.628090759999999,50.0,0.005547476429492235,36950,2.669848475456238,0.001
944,10608.392727077007,13812,226,208,47200,-5.65400612,50.0,0.006915160440839827,37150,2.631544003486633,0.001
948,10618.301523596048,13833,226,209,47400,-5.66181603,50.0,0.005830549784004688,37350,2.6589739227294924,0.001
952,10624.39950441569,13849,225,210,47600,-5.524721110000001,50.0,0.008801022605039179,37550,2.664282913208008,0.001
956,10636.39894933626,13869,225,211,47800,-5.525762999999999,50.0,0.006998329497873783,37750,2.575698175430298,0.001
960,10646.890874076635,13890,225,213,48000,-5.540039689999999,50.0,0.005398030951619148,37950,2.591719069480896,0.001
964,10655.524808317423,13908,225,214,48200,-5.58058121,50.0,0.005516449213027954,38150,2.6506707286834716,0.001
968,10664.06267040968,13927,225,214,48400,-5.601749150000001,50.0,0.005818250635638833,38350,2.6666370391845704,0.001
972,10671.215329892933,13941,225,215,48600,-5.58478714,50.0,0.006298869880847633,38550,2.608109784126282,0.001
976,10679.294767059386,13960,225,216,48800,-5.602271339999999,50.0,0.006624001208692789,38750,2.6232738304138183,0.001
980,10687.363250181079,13979,225,217,49000,-5.668097039999999,50.0,0.00621247349306941,38950,2.6119765043258667,0.001
984,10695.81974702701,13995,225,218,49200,-5.6343178499999995,50.0,0.005253054043278098,39150,2.6791822862625123,0.001
988,10703.018629901111,14013,224,219,49400,-5.656460910000001,50.0,0.004253999008797109,39350,2.6056718015670777,0.001
992,10708.142744291574,14026,224,220,49600,-5.60243014,50.0,0.005073615778237581,39550,2.6493589162826536,0.001
996,10711.236882191151,14035,225,221,49800,-5.571832249999999,50.0,0.006202039648778737,39750,2.612845959663391,0.001
1000,10717.077717259526,14052,224,222,50000,-5.561753639999999,50.0,0.006519335936754942,39950,2.5960162448883057,0.001
1004,10724.136393025517,14067,224,223,50200,-5.59427467,50.0,0.006687478013336658,40150,2.603236780166626,0.001
1008,10730.362951233983,14082,224,224,50400,-5.63564648,50.0,0.007385982619598508,40350,2.6402687454223632,0.001
1012,10736.688324335963,14101,224,225,50600,-5.608591620000001,50.0,0.006109294635243714,40550,2.539743046760559,0.001
1016,10746.799380660057,14115,224,226,50800,-5.667192610000002,50.0,0.005109971831552684,40750,2.597849340438843,0.001
1020,10753.990260053426,14132,224,227,51000,-5.666497230000001,50.0,0.005597179057076573,40950,2.5566129875183106,0.001
1024,10758.245082456619,14144,224,228,51200,-5.604494749999999,50.0,0.00460361095611006,41150,2.6139014530181885,0.001
1028,10761.955856122077,14156,224,229,51400,-5.595006799999998,50.0,0.005029031657613814,41350,2.6363884735107423,0.001
1032,10773.726278167218,14178,224,230,51600,-5.642430760000001,50.0,0.005594316623173654,41550,2.5997212886810304,0.001
1036,10781.545004986227,14189,224,230,51800,-5.586207860000001,50.0,0.008484097714535892,41750,2.5653504395484923,0.001
