time/episodes,cv/rollout_cv_value,cv/rollout_cv_count,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
1040,10787.68932711333,14200,224,231,52000,-5.511108410000002,50.0,0.008032617410644888,41950,2.5588224077224733,0.001
1044,10790.987542405725,14211,224,232,52200,-5.431565050000001,50.0,0.006432832437567413,42150,2.5520281267166136,0.001
1048,10798.785522069782,14225,224,233,52400,-5.401862240000001,50.0,0.005252692936919629,42350,2.561026940345764,0.001
1052,10810.333735186607,14244,224,234,52600,-5.481476720000001,50.0,0.005223301886580885,42550,2.523342571258545,0.001
1056,10826.605688061565,14264,224,235,52800,-5.4858772,50.0,0.00668282181955874,42750,2.562027063369751,0.001
1060,10832.89506226033,14277,224,236,53000,-5.45148022,50.0,0.0055972889065742494,42950,2.5978602075576784,0.001
1064,10843.199683010578,14293,224,236,53200,-5.465932220000001,50.0,0.004831637027673423,43150,2.572336745262146,0.001
1068,10849.480775836855,14307,224,237,53400,-5.457194469999999,50.0,0.006489766831509769,43350,2.5664615726470945,0.001
1072,10860.210008859634,14325,224,238,53600,-5.479398539999998,50.0,0.004977433644235134,43550,2.56037899017334,0.001
1076,10867.559222131968,14343,224,239,53800,-5.49431175,50.0,0.007346917144022882,43750,2.491213698387146,0.001
1080,10874.239026717842,14357,224,240,54000,-5.448808359999999,50.0,0.005942454687319696,43950,2.5559585666656495,0.001
1084,10885.02982442081,14372,224,241,54200,-5.466954039999999,50.0,0.005217988844960928,44150,2.5332231187820433,0.001
1088,10888.353726353496,14380,224,241,54400,-5.400194599999999,50.0,0.005432247472926974,44350,2.528186349868774,0.001
1092,10894.981922209263,14390,224,242,54600,-5.44325279,50.0,0.004071755378972739,44550,2.565493869781494,0.001
1096,10898.825429383665,14400,224,243,54800,-5.457804029999998,50.0,0.0055569179216399785,44750,2.4994629764556886,0.001
1100,10904.160869896412,14412,225,244,55000,-5.4193890499999995,50.0,0.005437149326317012,44950,2.5230555152893066,0.001
1104,10919.245235275477,14427,224,245,55200,-5.43387886,50.0,0.004818118761759252,45150,2.5450539445877074,0.001
1108,10926.421114705503,14446,224,246,55400,-5.454612549999999,50.0,0.005751448255032301,45350,2.5281061267852785,0.001
1112,10932.849045731127,14463,224,247,55600,-5.446868469999999,50.0,0.006115349209867418,45550,2.554162096977234,0.001
1116,10937.90417933464,14476,224,248,55800,-5.40550009,50.0,0.006000258689746261,45750,2.554260892868042,0.001
1120,10942.655008725822,14482,224,248,56000,-5.36253779,50.0,0.00652614438906312,45950,2.5413133001327513,0.001
1124,10948.172710351646,14498,224,249,56200,-5.39384509,50.0,0.006430700900964439,46150,2.5196373224258424,0.001
1128,10950.25757361576,14502,224,250,56400,-5.3493876799999995,50.0,0.0052286805491894486,46350,2.495373148918152,0.001
1132,10956.42676954344,14519,224,251,56600,-5.36144517,50.0,0.004743235195055604,46550,2.500672154426575,0.001
1136,10959.732369340956,14528,224,252,56800,-5.399416819999999,50.0,0.00586779638659209,46750,2.53229323387146,0.001
1140,10961.652349680662,14533,224,253,57000,-5.39526033,50.0,0.004895739152561873,46950,2.4931743335723877,0.001
1144,10964.490088358521,14539,224,254,57200,-5.388705099999999,50.0,0.005167358634062111,47150,2.5449613451957704,0.001
1148,10970.508660763502,14554,224,255,57400,-5.389766800000002,50.0,0.005101047600619495,47350,2.510767002105713,0.001
1152,10976.966344200075,14572,224,256,57600,-5.358288699999999,50.0,0.00523330710362643,47550,2.5153354024887085,0.001
1156,10981.83010437712,14581,224,257,57800,-5.34279956,50.0,0.005723791453056038,47750,2.50414430141449,0.001
1160,10985.51887665689,14593,224,257,58000,-5.333894679999999,50.0,0.005249401400797069,47950,2.4465481662750244,0.001
1164,10993.517968509346,14613,224,258,58200,-5.339992520000001,50.0,0.00575238058809191,48150,2.488892984390259,0.001
1168,10997.369127903134,14621,224,259,58400,-5.298859139999999,50.0,0.005350184137932956,48350,2.4682921981811523,0.001
1172,11004.261438399553,14641,224,260,58600,-5.327295059999999,50.0,0.005435753101482988,48550,2.5022236108779907,0.001
1176,11013.00878578052,14664,224,261,58800,-5.36789043,50.0,0.006420712587423622,48750,2.4746901559829713,0.001
1180,11016.25327027589,14674,224,262,59000,-5.367584009999999,50.0,0.005978260869160295,48950,2.5523555088043213,0.001
1184,11020.683461531997,14693,224,263,59200,-5.34377918,50.0,0.006011674832552672,49150,2.445476727485657,0.001
1188,11023.465741179883,14703,224,264,59400,-5.334635650000001,50.0,0.005335620003752411,49350,2.51306134223938,0.001
1192,11039.605740558356,14726,225,264,59600,-5.34371749,50.0,0.005158829060383141,49550,2.4771246671676637,0.001
1196,11044.041794359684,14737,225,265,59800,-5.363150360000001,50.0,0.00467715420294553,49750,2.478232192993164,0.001
1200,11050.957914151251,14755,225,266,60000,-5.40462614,50.0,0.005128709254786372,49950,2.419137098789215,0.001
1204,11056.87772263959,14770,225,267,60200,-5.370965439999999,50.0,0.004638202525675297,50150,2.4336671733856203,0.001
1208,11067.244962561876,14796,225,268,60400,-5.42014427,50.0,0.0066538152704015375,50350,2.506178116798401,0.001
1212,11073.244382247329,14812,225,269,60600,-5.394711119999999,50.0,0.005348050240427255,50550,2.4379081439971926,0.001
1216,11076.880545660853,14824,225,270,60800,-5.4277934000000005,50.0,0.005116662411019206,50750,2.4573915910720827,0.001
1220,11082.556988183409,14842,225,271,61000,-5.503272870000001,50.0,0.003947329584043473,50950,2.4019261050224303,0.001
1224,11092.423869036138,14855,225,271,61200,-5.48557688,50.0,0.005887912539765239,51150,2.448628568649292,0.001
1228,11096.781936727464,14866,225,272,61400,-5.543364119999999,50.0,0.004815506595186889,51350,2.4591289377212524,0.001
1232,11104.234768550843,14883,225,273,61600,-5.52217899,50.0,0.004111118530854583,51550,2.4333505821228028,0.001
1236,11109.77206164226,14900,225,274,61800,-5.53811156,50.0,0.00504466419108212,51750,2.4684084844589234,0.001
1240,11126.579304687679,14915,225,275,62000,-5.553280730000001,50.0,0.005391621957533062,51950,2.4553793478012085,0.001
1244,11137.47053296119,14933,225,276,62200,-5.63603371,50.0,0.004495690751355141,52150,2.4276629066467286,0.001
1248,11145.832135803998,14951,225,276,62400,-5.6483171500000005,50.0,0.006811997946351766,52350,2.410823121070862,0.001
1252,11147.984178707004,14957,225,277,62600,-5.62421805,50.0,0.004811358354054392,52550,2.477397470474243,0.001
1256,11156.631565015763,14976,225,278,62800,-5.638403059999998,50.0,0.004508829992264509,52750,2.3479677343368532,0.001
1260,11162.695406395942,14997,225,279,63000,-5.652266649999999,50.0,0.0052431536163203415,52950,2.4082947540283204,0.001
1264,11165.504184365273,15005,225,280,63200,-5.579119989999999,50.0,0.004796041403897107,53150,2.39389582157135,0.001
1268,11182.971210807562,15039,225,281,63400,-5.69048628,50.0,0.004787050718441606,53350,2.400729696750641,0.001
1272,11186.397177349776,15048,225,282,63600,-5.64553577,50.0,0.005391814643517136,53550,2.401344647407532,0.001
1276,11192.155393507332,15062,225,282,63800,-5.60023819,50.0,0.005862313387915492,53750,2.3528842687606812,0.001
1280,11200.939393602312,15080,225,283,64000,-5.6161813700000005,50.0,0.004770558013115078,53950,2.3606479787826538,0.001
1284,11206.941766880453,15090,225,284,64200,-5.610775950000001,50.0,0.005657152351923287,54150,2.37487185716629,0.001
1288,11213.107962269336,15105,225,285,64400,-5.67701814,50.0,0.004391064611263573,54350,2.430605812072754,0.001
1292,11232.621214393526,15137,225,286,64600,-5.766319060000001,50.0,0.005699851750396192,54550,2.395705752372742,0.001
1296,11238.920628808439,15148,225,287,64800,-5.812563659999999,50.0,0.007780216080136597,54750,2.3888773250579836,0.001
1300,11243.310618318617,15154,225,288,65000,-5.760628909999999,50.0,0.0051643790304660795,54950,2.4050375699996946,0.001
1304,11263.238594975322,15185,225,288,65200,-5.83983729,50.0,0.005292547368444502,55150,2.370273859500885,0.001
1308,11272.66480967775,15202,225,289,65400,-5.7467634599999995,50.0,0.00656175799202174,55350,2.386943655014038,0.001
1312,11279.965649541467,15219,225,290,65600,-5.740311040000002,50.0,0.004675727768335492,55550,2.32208890914917,0.001
1316,11282.761962261051,15226,225,291,65800,-5.667746910000001,50.0,0.004312979592941702,55750,2.329918746948242,0.001
1320,11292.207678232342,15246,225,292,66000,-5.649831220000001,50.0,0.003752460372634232,55950,2.3536716055870057,0.001
1324,11295.44015546143,15254,225,293,66200,-5.634268920000002,50.0,0.006765778912231326,56150,2.386768913269043,0.001
1328,11297.2926081419,15260,225,293,66400,-5.587812980000001,50.0,0.0039072605082765225,56350,2.376735601425171,0.001
1332,11304.958895027637,15278,226,294,66600,-5.646292000000001,50.0,0.005541404862888157,56550,2.3531084299087524,0.001
1336,11312.296454567462,15296,226,295,66800,-5.6147328399999985,50.0,0.004190534960944205,56750,2.3733575773239135,0.001
1340,11314.844578333199,15303,226,296,67000,-5.612129159999999,50.0,0.0038685170141980053,56950,2.407704348564148,0.001
1344,11324.338181354105,15326,226,296,67200,-5.613426410000001,50.0,0.005025879610329866,57150,2.375670249462128,0.001
1348,11326.990014445037,15333,226,297,67400,-5.54442365,50.0,0.0037567699141800403,57350,2.269306204319,0.001
1352,11336.159838825464,15351,226,298,67600,-5.566091220000001,50.0,0.004950669584795833,57550,2.305800313949585,0.001
1356,11345.076470863074,15368,226,299,67800,-5.528470869999999,50.0,0.005955332550220191,57750,2.3524198174476623,0.001
1360,11355.466520283371,15396,226,300,68000,-5.536200499999999,50.0,0.0038640380254946647,57950,2.2874499440193174,0.001
1364,11363.618996847421,15414,226,301,68200,-5.5631989399999995,50.0,0.007349627395160496,58150,2.350282595157623,0.001
1368,11372.40449719131,15429,226,302,68400,-5.4933633099999994,50.0,0.004775143568404019,58350,2.320516972541809,0.001
1372,11376.563268039376,15440,226,302,68600,-5.463870589999999,50.0,0.005068094036541879,58550,2.321953308582306,0.001
1376,11382.666050057858,15458,226,303,68800,-5.473089290000001,50.0,0.005168968918733299,58750,2.315787446498871,0.001
1380,11385.107829652727,15463,226,304,69000,-5.438457419999999,50.0,0.004414613689295948,58950,2.2773279786109923,0.001
1384,11404.927887447178,15496,226,305,69200,-5.53753369,50.0,0.005613514697179198,59150,2.313445038795471,0.001
1388,11421.305826779455,15521,226,306,69400,-5.542707729999998,50.0,0.004847047887742519,59350,2.3067213249206544,0.001
1392,11426.734593309462,15535,226,306,69600,-5.436941020000001,50.0,0.003931202010717243,59550,2.2822518849372866,0.001
1396,11429.70561369136,15545,226,307,69800,-5.393167399999999,50.0,0.004645331315696239,59750,2.3384104800224303,0.001
1400,11444.561238735914,15569,226,308,70000,-5.463638509999999,50.0,0.005294276608619839,59950,2.297248604297638,0.001
1404,11451.787900365889,15586,226,309,70200,-5.42540364,50.0,0.00464492549188435,60150,2.3314859747886656,0.001
1408,11464.38031181693,15602,226,310,70400,-5.4153436699999995,50.0,0.005612956639379263,60350,2.3296910738945007,0.001
1412,11469.197967454791,15612,227,310,70600,-5.42571183,50.0,0.0044685389753431086,60550,2.306440773010254,0.001
1416,11474.535667158663,15627,227,311,70800,-5.47928496,50.0,0.003988015879876912,60750,2.2985308003425597,0.001
1420,11492.673553556204,15642,227,312,71000,-5.4948847600000015,50.0,0.005420951545238495,60950,2.3308067464828492,0.001
1424,11501.544873613864,15656,227,313,71200,-5.509806940000002,50.0,0.0039579333201982085,61150,2.3000213265419007,0.001
1428,11516.38240820542,15679,227,314,71400,-5.592957959999999,50.0,0.005443071494810283,61350,2.265827043056488,0.001
1432,11525.140240270644,15691,227,315,71600,-5.52599076,50.0,0.0038086973805911838,61550,2.323575096130371,0.001
1436,11530.467818859965,15704,227,316,71800,-5.51150368,50.0,0.0053446779260411855,61750,2.2989140558242798,0.001
1440,11542.512621048838,15720,227,316,72000,-5.5066891600000005,50.0,0.004314280571416021,61950,2.311305465698242,0.001
1444,11554.023407038301,15742,227,317,72200,-5.5351872800000015,50.0,0.004616170432418585,62150,2.2901119327545167,0.001
1448,11560.867548190057,15750,226,318,72400,-5.521125090000001,50.0,0.004360599322244525,62350,2.283040337562561,0.001
1452,11567.470986697823,15760,227,319,72600,-5.4901876,50.0,0.005057875437196344,62550,2.337549982070923,0.001
1456,11597.368386112154,15786,227,320,72800,-5.5652191900000005,50.0,0.00632541520986706,62750,2.2930317521095276,0.001
1460,11609.74430673197,15803,226,321,73000,-5.556435839999999,50.0,0.004754051684867591,62950,2.303862295150757,0.001
1464,11617.374436955899,15820,226,322,73200,-5.544984380000001,50.0,0.004560128548182547,63150,2.3185233902931213,0.001
1468,11626.62985188514,15840,226,323,73400,-5.54903108,50.0,0.0058048914046958085,63350,2.305260100364685,0.001
1472,11631.40524610877,15848,227,324,73600,-5.551207819999999,50.0,0.006193890534341336,63550,2.3357542300224305,0.001
1476,11646.783684011549,15868,227,325,73800,-5.568774019999999,50.0,0.003454837892204523,63750,2.2858621191978457,0.001
1480,11661.118110794574,15891,226,326,74000,-5.640849429999999,50.0,0.004594253106042743,63950,2.2726615285873413,0.001
1484,11670.266371160746,15909,226,327,74200,-5.57937433,50.0,0.0055241403286345305,64150,2.2589504885673524,0.001
1488,11674.402248661965,15922,226,327,74400,-5.48552084,50.0,0.004906361284665764,64350,2.2698985862731935,0.001
1492,11683.69954143092,15932,226,328,74600,-5.427074739999999,50.0,0.002979937712661922,64550,2.2842831134796144,0.001
1496,11694.068801350892,15953,226,329,74800,-5.489526749999999,50.0,0.004601449193432927,64750,2.2870549392700195,0.001
1500,11705.98810711503,15970,227,330,75000,-5.43239155,50.0,0.0033116635982878505,64950,2.306082236766815,0.001
1504,11711.222076203674,15984,227,331,75200,-5.388253919999999,50.0,0.004566082754172385,65150,2.2328190207481384,0.001
1508,11730.566629040986,16008,227,331,75400,-5.437543669999999,50.0,0.007491065813228488,65350,2.323137950897217,0.001
1512,11736.533028084785,16021,227,332,75600,-5.4410175800000005,50.0,0.003944705624599009,65550,2.311940965652466,0.001
1516,11743.646995935589,16036,227,333,75800,-5.459207200000001,50.0,0.003990609801840037,65750,2.299990634918213,0.001
1520,11759.945741508156,16055,227,334,76000,-5.43382348,50.0,0.0033929054765030743,65950,2.2450274872779845,0.001
1524,11775.904469687492,16079,227,335,76200,-5.4683614799999996,50.0,0.0037192696752026675,66150,2.3115632343292236,0.001
1528,11790.75374416262,16095,227,336,76400,-5.452713189999998,50.0,0.005740310656838119,66350,2.295689845085144,0.001
1532,11801.3153080903,16116,227,337,76600,-5.49448187,50.0,0.0050859583262354135,66550,2.280353102684021,0.001
1536,11811.179910317063,16132,227,338,76800,-5.489975390000001,50.0,0.005216887826099992,66750,2.324502909183502,0.001
1540,11823.522733736783,16155,227,339,77000,-5.55233586,50.0,0.004954581684432924,66950,2.2830186247825623,0.001
1544,11829.400344524533,16166,227,339,77200,-5.465408570000001,50.0,0.00562131320592016,67150,2.28413948059082,0.001
1548,11840.956412181258,16180,227,340,77400,-5.50076093,50.0,0.005225647897459567,67350,2.248916413784027,0.001
1552,11843.534221798182,16185,227,341,77600,-5.4454569799999994,50.0,0.003890343599487096,67550,2.2852300333976747,0.001
1556,11850.087941262871,16203,227,342,77800,-5.369733650000001,50.0,0.004750039209611714,67750,2.2793678879737853,0.001
1560,11865.93235969916,16221,227,343,78000,-5.3595464,50.0,0.005001387908123434,67950,2.256653642654419,0.001
1564,11877.0140886046,16234,227,343,78200,-5.35716522,50.0,0.009502121219411493,68150,2.238689494132996,0.001
1568,11891.48143182695,16255,227,345,78400,-5.328628680000001,50.0,0.003485126367304474,68350,2.2901194429397584,0.001
1572,11893.370850548148,16259,227,345,78600,-5.313825820000001,50.0,0.004908806001767516,68550,2.2719429302215577,0.001
1576,11898.226322084665,16268,227,346,78800,-5.2217105,50.0,0.004822773158084601,68750,2.256771900653839,0.001
1580,11901.759566232562,16277,227,347,79000,-5.13855486,50.0,0.005240036374889314,68950,2.250314018726349,0.001
1584,11921.42575724423,16298,227,348,79200,-5.167525309999999,50.0,0.005274165510199964,69150,2.227461988925934,0.001
1588,11940.55889294669,16319,227,349,79400,-5.23056613,50.0,0.004257353665307165,69350,2.2346768975257874,0.001
1592,11953.086431495845,16343,227,350,79600,-5.32589356,50.0,0.003959575274493545,69550,2.248281636238098,0.001
1596,11975.160355441272,16366,227,351,79800,-5.281235989999999,50.0,0.005684574716724455,69750,2.2529574036598206,0.001
1600,11990.241301517934,16387,227,351,80000,-5.32472401,50.0,0.005193344473373145,69950,2.242443714141846,0.001
1604,12016.205106697977,16416,227,352,80200,-5.407854889999999,50.0,0.004997402378357947,70150,2.197795829772949,0.001
1608,12035.669573001564,16434,227,353,80400,-5.355641100000001,50.0,0.004560266709886491,70350,2.1990043711662293,0.001
1612,12040.583794090897,16442,227,354,80600,-5.31713165,50.0,0.004431015239097178,70550,2.211228427886963,0.001
1616,12058.408237282187,16460,227,355,80800,-5.3338636500000005,50.0,0.005176226859912276,70750,2.207683961391449,0.001
1620,12069.822062727064,16479,227,356,81000,-5.343267229999999,50.0,0.005738204997032881,70950,2.1965304589271546,0.001
1624,12088.423050537705,16502,227,357,81200,-5.343435819999999,50.0,0.005316837709397077,71150,2.2013757109642027,0.001
1628,12099.444663450122,16521,227,358,81400,-5.32922025,50.0,0.005330564472824335,71350,2.22668621301651,0.001
1632,12111.2323965244,16534,227,359,81600,-5.28316442,50.0,0.005641832356341183,71550,2.233971827030182,0.001
1636,12116.501793060452,16546,227,360,81800,-5.3066127199999995,50.0,0.004434053106233477,71750,2.210942797660828,0.001
1640,12125.888438347727,16561,227,360,82000,-5.224749909999999,50.0,0.0047728265565820036,71950,2.191653702259064,0.001
1644,12134.167971868068,16575,227,361,82200,-5.2368689900000005,50.0,0.005528173507191241,72150,2.2014989924430846,0.001
1648,12144.09355231002,16588,227,362,82400,-5.263583669999999,50.0,0.004640766747761518,72350,2.2202256679534913,0.001
1652,12156.458371262997,16610,227,363,82600,-5.38099761,50.0,0.004200115797575563,72550,2.2095817303657532,0.001
1656,12167.140840876848,16628,227,364,82800,-5.404867089999999,50.0,0.0048399631655775014,72750,2.18692754983902,0.001
1660,12179.844374611974,16642,227,365,83000,-5.35814728,50.0,0.0039013318391516805,72950,2.152973268032074,0.001
1664,12195.49243158102,16660,227,366,83200,-5.376484100000002,50.0,0.004280098287854344,73150,2.2164682579040527,0.001
1668,12212.283532574773,16687,227,366,83400,-5.416298069999999,50.0,0.005536518697626888,73350,2.2162135553359987,0.001
1672,12218.518083252013,16696,227,367,83600,-5.457877219999999,50.0,0.004493124757427722,73550,2.187052960395813,0.001
1676,12232.519680932164,16719,227,368,83800,-5.53771067,50.0,0.003941703790333122,73750,2.211581699848175,0.001
1680,12247.431006647646,16734,227,369,84000,-5.562615619999998,50.0,0.0051095967041328546,73950,2.1687372875213624,0.001
1684,12254.176584869623,16753,227,370,84200,-5.518740040000001,50.0,0.005227449429221451,74150,2.1799193692207335,0.001
1688,12261.790060911328,16771,227,371,84400,-5.546121600000001,50.0,0.005352840013802052,74350,2.1994155168533327,0.001
1692,12273.855011370033,16785,227,372,84600,-5.509121169999999,50.0,0.005699503482319414,74550,2.181023569107056,0.001
1696,12290.285043470562,16806,227,373,84800,-5.533265160000001,50.0,0.006296652597375214,74750,2.201394271850586,0.001
1700,12303.862573351711,16823,227,374,85000,-5.535755599999999,50.0,0.0044568412378430365,74950,2.156336951255798,0.001
1704,12335.823333650827,16848,227,374,85200,-5.50026206,50.0,0.004009698610752821,75150,2.172347402572632,0.001
1708,12343.054225768894,16864,227,375,85400,-5.531765240000001,50.0,0.00548059128690511,75350,2.1876876592636108,0.001
1712,12364.649182263762,16886,227,376,85600,-5.639471010000001,50.0,0.005718844900839031,75550,2.172754921913147,0.001
1716,12375.863641701639,16899,227,377,85800,-5.61660181,50.0,0.0040056153107434515,75750,2.2055292391777037,0.001
1720,12403.349804949015,16926,227,378,86000,-5.661296400000001,50.0,0.005415085572749377,75950,2.1974969816207888,0.001
1724,12413.796078912914,16948,227,379,86200,-5.647239870000001,50.0,0.005919205341488123,76150,2.1712439894676208,0.001
1728,12422.91570661217,16962,227,380,86400,-5.60861226,50.0,0.004458460679743439,76350,2.176177513599396,0.001
1732,12441.427931655198,16979,227,381,86600,-5.640162090000001,50.0,0.005295520317740738,76550,2.1706780910491945,0.001
1736,12463.151324652135,17003,227,382,86800,-5.703141290000001,50.0,0.005205258755013347,76750,2.1675456285476686,0.001
1740,12477.010023832321,17024,227,382,87000,-5.743075070000001,50.0,0.00463483062107116,76950,2.1631751894950866,0.001
1744,12489.722780939192,17041,227,383,87200,-5.77433715,50.0,0.004911713320761919,77150,2.1795669746398927,0.001
1748,12501.27916470915,17054,227,384,87400,-5.77231216,50.0,0.0038478361372835932,77350,2.179751846790314,0.001
1752,12514.456299420446,17067,227,385,87600,-5.70065169,50.0,0.00443476018961519,77550,2.1582111072540284,0.001
1756,12536.840244688094,17096,227,386,87800,-5.765491629999999,50.0,0.005041188313625753,77750,2.17974924325943,0.001
1760,12553.257844738662,17115,226,387,88000,-5.81465025,50.0,0.004257176590617746,77950,2.136028788089752,0.001
1764,12572.558923933655,17134,226,388,88200,-5.81669029,50.0,0.006366634732112289,78150,2.130912549495697,0.001
1768,12586.99775672704,17157,226,390,88400,-5.83220892,50.0,0.004177402078639716,78350,2.165920042991638,0.001
1772,12589.662420421839,17160,226,390,88600,-5.771848540000001,50.0,0.00535234522074461,78550,2.183442959785461,0.001
1776,12611.015992224216,17179,226,391,88800,-5.75292771,50.0,0.004866134566254914,78750,2.106777024269104,0.001
1780,12630.061321474612,17196,226,392,89000,-5.772443420000001,50.0,0.006110278787091374,78950,2.1610641741752623,0.001
1784,12654.24913206324,17219,226,393,89200,-5.788216210000001,50.0,0.004940904369577765,79150,2.179503314495087,0.001
1788,12666.858974870294,17235,226,393,89400,-5.7577763200000005,50.0,0.0046776094287633895,79350,2.131204891204834,0.001
1792,12673.135347761214,17247,226,394,89600,-5.706904410000002,50.0,0.004733299138024449,79550,2.1703345203399658,0.001
1796,12689.648509707302,17267,226,395,89800,-5.688431079999999,50.0,0.00499691440956667,79750,2.1571229028701784,0.001
1800,12705.957395281643,17284,226,396,90000,-5.64640829,50.0,0.00716497368644923,79950,2.1391959238052367,0.001
1804,12718.97684391588,17303,226,397,90200,-5.602041319999999,50.0,0.00488012915244326,80150,2.138801090717316,0.001
1808,12726.674551468343,17318,226,398,90400,-5.586086150000001,50.0,0.00374934519873932,80350,2.1268340802192687,0.001
1812,12734.712793912739,17329,226,399,90600,-5.482845940000001,50.0,0.0059084028052166105,80550,2.1606872940063475,0.001
1816,12746.961770888418,17349,226,400,90800,-5.491912599999999,50.0,0.004802269756328315,80750,2.144522988796234,0.001
1820,12757.01714476198,17359,226,401,91000,-5.41474704,50.0,0.006528364904224873,80950,2.0923532319068907,0.001
1824,12768.645952071995,17382,226,402,91200,-5.42634361,50.0,0.005627741920761764,81150,2.1516381525993347,0.001
1828,12779.370227415115,17396,226,403,91400,-5.47256387,50.0,0.006591226062737405,81350,2.167603843212128,0.001
1832,12794.401888567954,17419,226,404,91600,-5.48560628,50.0,0.006369897327385843,81550,2.1688312220573427,0.001
1836,12810.297885775566,17443,226,405,91800,-5.4399906200000006,50.0,0.00439644527155906,81750,2.1413457798957825,0.001
1840,12820.805746078491,17457,226,406,92000,-5.4079123099999995,50.0,0.004175354719627648,81950,2.1446063709259033,0.001
1844,12834.91217654571,17472,226,407,92200,-5.401474790000001,50.0,0.004999338774941861,82150,2.0848740410804747,0.001
1848,12843.180100493133,17483,226,407,92400,-5.381505150000001,50.0,0.004316800788510591,82350,2.090678572654724,0.001
1852,12851.798197064549,17499,226,408,92600,-5.412748779999999,50.0,0.004413459929637611,82550,2.1076749682426454,0.001
1856,12857.130643896759,17510,226,409,92800,-5.31116272,50.0,0.0053945501334965226,82750,2.1228102326393126,0.001
1860,12862.686184167862,17522,226,410,93000,-5.293201879999999,50.0,0.0035398423252627252,82950,2.1319866514205934,0.001
1864,12871.569697175175,17540,226,411,93200,-5.32152413,50.0,0.004790080892853439,83150,2.1330601000785827,0.001
1868,12875.089604597539,17546,226,412,93400,-5.25174487,50.0,0.004558846263680607,83350,2.0982450103759764,0.001
1872,12887.259277705103,17567,226,413,93600,-5.357139180000001,50.0,0.004513888000510633,83550,2.0922747826576233,0.001
1876,12893.368888795376,17580,226,414,93800,-5.3172836,50.0,0.006007257797755301,83750,2.103832771778107,0.001
1880,12900.970643177629,17601,226,415,94000,-5.33551289,50.0,0.00530144564807415,83950,2.1117206263542174,0.001
1884,12910.199782904238,17620,226,415,94200,-5.324951060000001,50.0,0.004509580433368683,84150,2.120831470489502,0.001
1888,12924.164763204753,17641,226,416,94400,-5.358723200000001,50.0,0.004411175220739096,84350,2.0885278749465943,0.001
1892,12940.804737351835,17660,226,417,94600,-5.4302087000000006,50.0,0.004762041601352394,84550,2.100950071811676,0.001
1896,12949.435166757554,17684,226,418,94800,-5.487661920000001,50.0,0.0039455441897735,84750,2.106324546337128,0.001
1900,12954.656656887382,17697,226,419,95000,-5.482449260000002,50.0,0.004226460321806371,84950,2.0772209692001344,0.001
1904,12964.285447794944,17719,226,420,95200,-5.537376839999999,50.0,0.004995776487048715,85150,2.107199699878693,0.001
1908,12980.310259837657,17748,226,421,95400,-5.6019185,50.0,0.0056932935118675235,85350,2.1275114703178404,0.001
1912,12984.735270306468,17761,226,422,95600,-5.631977240000001,50.0,0.0051108821434900165,85550,2.0631148076057433,0.001
1916,12990.549343574792,17774,226,423,95800,-5.635040100000001,50.0,0.0059685456682927905,85750,2.04463812828064,0.001
1920,12999.199003860354,17793,226,424,96000,-5.691975739999999,50.0,0.005156203820370138,85950,2.0539634656906127,0.001
1924,13012.715122859925,17816,226,425,96200,-5.696961060000001,50.0,0.004584180181846023,86150,2.0177989053726195,0.001
1928,13028.274027474225,17836,226,426,96400,-5.722067740000001,50.0,0.005444273529574275,86350,2.0410417795181273,0.001
1932,13034.783574916422,17852,225,427,96600,-5.69791219,50.0,0.005924192476086319,86550,2.025056664943695,0.001
1936,13045.261626791209,17873,225,428,96800,-5.7146966,50.0,0.004539698073640466,86750,2.038729727268219,0.001
1940,13064.979019168764,17896,225,429,97000,-5.806310149999999,50.0,0.004937706990167498,86950,2.0223878407478333,0.001
1944,13076.206822127104,17920,225,430,97200,-5.788352009999999,50.0,0.004898888911120594,87150,2.045603263378143,0.001
1948,13091.23903163895,17948,225,431,97400,-5.853220440000001,50.0,0.004307144619524479,87350,1.9899851703643798,0.001
1952,13097.000904589891,17966,225,432,97600,-5.8366859600000005,50.0,0.006059906815644354,87550,2.030128290653229,0.001
1956,13101.623165544122,17979,225,433,97800,-5.828489029999999,50.0,0.004159615284297615,87750,1.9683913493156433,0.001
1960,13111.626296781003,17990,225,434,98000,-5.81123854,50.0,0.005116869383491576,87950,1.9954320478439331,0.001
1964,13130.867014959455,18010,225,435,98200,-5.8171785499999995,50.0,0.004271057909354567,88150,1.9302205514907838,0.001
1968,13137.075029984117,18022,225,436,98400,-5.82749387,50.0,0.004486949860583991,88350,1.941679630279541,0.001
1972,13148.330032069236,18036,225,436,98600,-5.79714921,50.0,0.006086646807380021,88550,1.952132716178894,0.001
1976,13155.56464951858,18055,225,437,98800,-5.847171659999999,50.0,0.0053211655979976055,88750,1.915668683052063,0.001
1980,13171.030547201633,18071,225,438,99000,-5.844407769999998,50.0,0.005609621647745371,88950,1.9182556343078614,0.001
1984,13181.268391512334,18084,225,439,99200,-5.863936360000001,50.0,0.004806137341074645,89150,1.898514108657837,0.001
1988,13194.469704668969,18096,225,440,99400,-5.822155539999999,50.0,0.00473800772568211,89350,1.8516985297203064,0.001
1992,13203.364119868726,18109,225,441,99600,-5.787242020000001,50.0,0.005489357430487871,89550,1.9438641667366028,0.001
