time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,cv/rollout_cv_value,time/fps,cv/rollout_cv_count,time/total_timesteps,time/time_elapsed,train/learning_rate,train/critic_loss,train/actor_loss,train/n_updates
1028,-5.861437560000001,50.0,10059.290063209832,247,13821,51400,207,0.001,0.0070690598897635935,2.6471983766555787,41350
1032,-5.81260878,50.0,10063.075935855508,247,13828,51600,208,0.001,0.005580351338721812,2.6135254764556883,41550
1036,-5.875533700000001,50.0,10074.67768561095,247,13857,51800,209,0.001,0.006058192104101181,2.684641809463501,41750
1040,-5.963378410000001,50.0,10083.562672968954,246,13876,52000,210,0.001,0.006873842817731202,2.6574662637710573,41950
1044,-5.992963970000002,50.0,10106.681441050023,246,13913,52200,211,0.001,0.0057555088214576245,2.6243131351470947,42150
1048,-5.950096019999998,50.0,10120.229012347758,246,13936,52400,212,0.001,0.006740689598955214,2.650799617767334,42350
1052,-5.90907781,50.0,10134.120621073991,246,13951,52600,213,0.001,0.004786052480340004,2.628747878074646,42550
1056,-5.848477859999998,50.0,10140.858550354838,245,13965,52800,214,0.001,0.005723965978249907,2.651257538795471,42750
1060,-5.8594082300000006,50.0,10147.653987944126,245,13980,53000,215,0.001,0.007757867015898228,2.634143605232239,42950
1064,-5.7979216,50.0,10153.927738338709,245,13992,53200,216,0.001,0.00566072987858206,2.6382548570632935,43150
1068,-5.9255561399999985,50.0,10163.341310694814,245,14013,53400,217,0.001,0.007099658721126616,2.638995089530945,43350
1072,-5.9413478799999995,50.0,10173.576726924628,244,14034,53600,219,0.001,0.006257405802607537,2.6186915111541746,43550
1076,-5.92865342,50.0,10184.028549794108,244,14054,53800,220,0.001,0.005978201283141971,2.593275818824768,43750
1080,-5.886072020000001,50.0,10194.119491435587,244,14069,54000,221,0.001,0.0057928501535207035,2.584111461639404,43950
1084,-5.821640479999998,50.0,10199.133598402143,244,14082,54200,221,0.001,0.005729935360141099,2.644049549102783,44150
1088,-5.8584434199999995,50.0,10226.128353528678,244,14124,54400,222,0.001,0.005871486286632716,2.5667881870269778,44350
1092,-5.82111908,50.0,10238.444588322192,244,14145,54600,223,0.001,0.005622091605328023,2.5614209842681883,44550
1096,-5.805548519999999,50.0,10246.085622355342,244,14164,54800,224,0.001,0.0058257478568702935,2.5574716234207155,44750
1100,-5.82370033,50.0,10256.560979317874,244,14179,55000,225,0.001,0.00684414520394057,2.560285334587097,44950
1104,-5.862632179999999,50.0,10272.414085611701,244,14213,55200,226,0.001,0.0059924035426229235,2.547057518959045,45150
1108,-5.825640119999999,50.0,10277.011270619929,244,14225,55400,226,0.001,0.005484834783710539,2.5577272319793702,45350
1112,-5.85055466,50.0,10293.397673226893,244,14249,55600,227,0.001,0.005472103152424097,2.5040633201599123,45550
1116,-5.79463869,50.0,10300.21383761987,243,14266,55800,228,0.001,0.006296797303948551,2.5016024494171143,45750
1120,-5.77437524,50.0,10309.432270813733,243,14281,56000,229,0.001,0.005234406688250601,2.5489571046829225,45950
1124,-5.879048719999999,50.0,10325.098027925938,243,14311,56200,230,0.001,0.005570300566032529,2.512787971496582,46150
1128,-5.825737669999999,50.0,10328.804568108171,243,14322,56400,231,0.001,0.005151454680599272,2.5105837392807007,46350
1132,-5.856962460000001,50.0,10340.100896868855,243,14341,56600,232,0.001,0.005527352159842849,2.50887815952301,46550
1136,-5.815745380000001,50.0,10352.027417950332,243,14361,56800,233,0.001,0.006447929879650474,2.5001343441009523,46750
1140,-5.794661680000001,50.0,10366.144798830152,243,14382,57000,234,0.001,0.005604002745822072,2.4946228790283205,46950
1144,-5.71323549,50.0,10370.851256497204,243,14397,57200,235,0.001,0.005775417936965823,2.5281705760955813,47150
1148,-5.66670002,50.0,10379.670690469444,243,14412,57400,236,0.001,0.005001933509483933,2.516153430938721,47350
1152,-5.67079057,50.0,10393.812559332699,242,14429,57600,237,0.001,0.005034921134356409,2.472529954910278,47550
1156,-5.64496588,50.0,10396.294469375163,242,14435,57800,237,0.001,0.005699693392962217,2.5047008991241455,47750
1160,-5.6440835599999994,50.0,10405.743535738438,242,14453,58000,238,0.001,0.004344381405971944,2.461903648376465,47950
1164,-5.679174329999998,50.0,10412.744247425348,242,14465,58200,239,0.001,0.005118538509123027,2.47303512096405,48150
1168,-5.64162142,50.0,10423.777283582836,242,14487,58400,240,0.001,0.006561745365615934,2.500855689048767,48350
1172,-5.636828750000001,50.0,10431.29937569052,242,14500,58600,241,0.001,0.005547680081799626,2.4802997303009033,48550
1176,-5.652163019999998,50.0,10447.796526107937,242,14522,58800,242,0.001,0.00614702383056283,2.52559232711792,48750
1180,-5.640292059999999,50.0,10452.648364171386,242,14535,59000,243,0.001,0.006194016502704471,2.4826176309585573,48950
1184,-5.6986357199999995,50.0,10467.423659298569,242,14559,59200,244,0.001,0.004964553341269493,2.4663514995574953,49150
1188,-5.632347400000001,50.0,10478.389428395778,242,14576,59400,245,0.001,0.004952877247706056,2.4915710163116453,49350
1192,-5.59943451,50.0,10485.505857337266,241,14593,59600,246,0.001,0.005605777706950903,2.485165934562683,49550
1196,-5.6176360999999995,50.0,10491.211813487113,241,14604,59800,247,0.001,0.004538617180660367,2.4781235313415526,49750
1200,-5.64231307,50.0,10502.263588614762,241,14628,60000,248,0.001,0.0057046977011486885,2.518874340057373,49950
1204,-5.612639250000001,50.0,10512.8195653297,240,14647,60200,250,0.001,0.007235261881724,2.4460058498382566,50150
1208,-5.662434379999999,50.0,10527.446154333651,240,14674,60400,251,0.001,0.005390756246633828,2.4729940128326415,50350
1212,-5.5834435,50.0,10530.479301005602,240,14681,60600,252,0.001,0.0074343392299488185,2.4883079290390016,50550
1216,-5.621337570000001,50.0,10540.463525552303,240,14699,60800,252,0.001,0.00506683586165309,2.4927072763442992,50750
1220,-5.702268869999998,50.0,10553.769961029291,240,14731,61000,253,0.001,0.004452968621626497,2.46486270904541,50950
1224,-5.707442019999999,50.0,10565.131837431341,240,14751,61200,254,0.001,0.00473594865296036,2.4713704347610475,51150
1228,-5.8047779,50.0,10576.718651931733,240,14777,61400,255,0.001,0.005393938426859677,2.4793976402282714,51350
1232,-5.797839480000001,50.0,10585.866685900837,240,14792,61600,256,0.001,0.004947350430302322,2.507813606262207,51550
1236,-5.822710539999999,50.0,10603.330684028566,239,14815,61800,257,0.001,0.004442178308963775,2.434443800449371,51750
1240,-5.752649600000001,50.0,10606.71936250478,239,14821,62000,259,0.001,0.004517361200414598,2.4816973781585694,51950
1244,-5.78250707,50.0,10617.69664574042,239,14840,62200,260,0.001,0.006337118204683066,2.4796356391906738,52150
1248,-5.780131709999999,50.0,10627.63875193894,239,14863,62400,260,0.001,0.004292807434685528,2.418867464065552,52350
1252,-5.6972115400000005,50.0,10630.595321126282,239,14873,62600,261,0.001,0.005643729600124061,2.417897968292236,52550
1256,-5.79330091,50.0,10641.816216316074,238,14895,62800,262,0.001,0.004161496735177934,2.4333802604675294,52750
1260,-5.79327672,50.0,10654.125114630908,238,14911,63000,263,0.001,0.004664734322577715,2.416221251487732,52950
1264,-5.792144140000001,50.0,10661.67776575312,238,14925,63200,264,0.001,0.004428381477482617,2.4246417903900146,53150
1268,-5.830114749999998,50.0,10679.134319856763,238,14949,63400,265,0.001,0.005276294467039406,2.4278292751312254,53350
1272,-5.8496880099999995,50.0,10689.403058953583,238,14964,63600,266,0.001,0.005647093174047768,2.39484267950058,53550
1276,-5.803783470000001,50.0,10698.12576489523,238,14977,63800,267,0.001,0.0046365111600607635,2.4028799772262572,53750
1280,-5.846971269999999,50.0,10709.067727454007,238,15002,64000,268,0.001,0.005476276651024819,2.391291980743408,53950
1284,-5.789860129999998,50.0,10718.182082653046,238,15025,64200,269,0.001,0.005704746944829821,2.361982171535492,54150
1288,-5.749251070000001,50.0,10721.55590024963,238,15036,64400,270,0.001,0.0049514784920029345,2.315724296569824,54350
1292,-5.80498658,50.0,10736.473568089306,238,15057,64600,271,0.001,0.005488359690643847,2.396301279067993,54550
1296,-5.79969018,50.0,10752.535139858723,238,15085,64800,272,0.001,0.004220801275223494,2.366364712715149,54750
1300,-5.8050509,50.0,10766.706985685974,237,15105,65000,273,0.001,0.005046489476226271,2.346197385787964,54950
1304,-5.78086741,50.0,10775.938413664699,237,15124,65200,274,0.001,0.00451939782127738,2.3419002175331114,55150
1308,-5.741729760000001,50.0,10789.494998022914,237,15147,65400,275,0.001,0.005650651683099568,2.3629580545425415,55350
1312,-5.78053469,50.0,10799.217378221452,237,15169,65600,276,0.001,0.00506261863745749,2.402045683860779,55550
1316,-5.70060782,50.0,10803.023005846888,237,15182,65800,277,0.001,0.00591964213643223,2.366379642486572,55750
1320,-5.632617249999999,50.0,10810.417223010212,236,15199,66000,278,0.001,0.006098433462902904,2.3653260231018067,55950
1324,-5.569639510000002,50.0,10815.91358102113,236,15214,66200,279,0.001,0.004708660801406949,2.352262864112854,56150
1328,-5.626315800000001,50.0,10839.1792877689,236,15242,66400,280,0.001,0.004141659787856042,2.3546220874786377,56350
1332,-5.630412850000002,50.0,10848.949211601168,236,15256,66600,281,0.001,0.005112897171638906,2.370643377304077,56550
1336,-5.517017839999999,50.0,10850.865481909364,236,15260,66800,282,0.001,0.005269109457731247,2.3132201623916626,56750
1340,-5.5936673699999995,50.0,10861.712121017277,236,15281,67000,283,0.001,0.00484103599563241,2.303942723274231,56950
1344,-5.56235877,50.0,10875.07061957568,236,15305,67200,284,0.001,0.004700992526486516,2.3149236059188842,57150
1348,-5.61622727,50.0,10891.293481756002,236,15336,67400,285,0.001,0.004815613646060229,2.3332418847084044,57350
1352,-5.664406659999998,50.0,10904.01657941565,236,15356,67600,286,0.001,0.0049704449577257035,2.299352140426636,57550
1356,-5.682444540000001,50.0,10924.439891871065,236,15385,67800,287,0.001,0.004341628449037671,2.3050696420669556,57750
1360,-5.657671660000001,50.0,10934.679727621377,235,15402,68000,288,0.001,0.005125212701968849,2.2872732949256895,57950
1364,-5.701422540000001,50.0,10952.47176970914,235,15428,68200,289,0.001,0.004181021675467491,2.2619807147979736,58150
1368,-5.656019680000001,50.0,10966.265421252698,235,15451,68400,289,0.001,0.005537267168983817,2.2741664838790894,58350
1372,-5.5843869900000005,50.0,10969.147404637188,235,15458,68600,290,0.001,0.004644902138970793,2.2761701583862304,58550
1376,-5.58036334,50.0,10977.548475444317,235,15471,68800,291,0.001,0.004962317962199449,2.2824836945533753,58750
1380,-5.5182247900000005,50.0,10983.410073548555,235,15484,69000,292,0.001,0.00532017657533288,2.269191961288452,58950
1384,-5.53630988,50.0,10993.768590763211,235,15502,69200,293,0.001,0.003949332414194941,2.2437198615074156,59150
1388,-5.565213519999999,50.0,11008.982999868691,235,15520,69400,294,0.001,0.003774384327698499,2.248573970794678,59350
1392,-5.5743756399999995,50.0,11025.536765795201,235,15546,69600,295,0.001,0.0046171122509986165,2.2749502515792845,59550
1396,-5.55143778,50.0,11037.713754307479,235,15568,69800,296,0.001,0.0053644833131693305,2.222638392448425,59750
1400,-5.5438468499999995,50.0,11048.308239497244,235,15586,70000,297,0.001,0.00390505745774135,2.207167935371399,59950
1404,-5.544208650000001,50.0,11059.185035124421,235,15609,70200,297,0.001,0.004757899409160018,2.2554922580718992,60150
1408,-5.5651303500000004,50.0,11070.997405923903,235,15634,70400,298,0.001,0.004067211938090623,2.2812759494781494,60350
1412,-5.5344938,50.0,11076.66706237942,235,15645,70600,299,0.001,0.004319998223800212,2.2502211141586304,60550
1416,-5.616878640000001,50.0,11087.659248687327,235,15668,70800,300,0.001,0.004659153069369495,2.241082422733307,60750
1420,-5.6849459,50.0,11107.385319527239,235,15701,71000,300,0.001,0.004128643909934908,2.2328437876701357,60950
1424,-5.713166899999999,50.0,11117.636450886726,235,15719,71200,301,0.001,0.0041726943897083405,2.285759484767914,61150
1428,-5.64394788,50.0,11135.779437594116,235,15741,71400,302,0.001,0.00554617412853986,2.228120186328888,61350
1432,-5.59068555,50.0,11138.519589573145,236,15747,71600,303,0.001,0.004479124788194895,2.2083743906021116,61550
1436,-5.65985555,50.0,11149.088522866368,236,15766,71800,304,0.001,0.003615144009236246,2.2175166153907777,61750
1440,-5.638027490000001,50.0,11158.425637997687,236,15780,72000,304,0.001,0.004203378846868873,2.22129554271698,61950
1444,-5.66115299,50.0,11174.718724109232,236,15804,72200,305,0.001,0.0035893199942074717,2.2077405977249147,62150
1448,-5.60718645,50.0,11188.888704493642,236,15823,72400,306,0.001,0.005015094808768481,2.1964789700508116,62350
1452,-5.6167345599999985,50.0,11202.240504011512,236,15848,72600,307,0.001,0.004227970507927239,2.253821840286255,62550
1456,-5.581814909999999,50.0,11216.87310025841,236,15867,72800,308,0.001,0.004343030746094882,2.2294513845443724,62750
1460,-5.642869490000001,50.0,11232.472856793553,236,15889,73000,308,0.001,0.0049389560287818315,2.2728409600257873,62950
1464,-5.5870460999999985,50.0,11239.506581332535,236,15904,73200,309,0.001,0.004317139303311706,2.1800828838348387,63150
1468,-5.567037619999999,50.0,11247.363678745925,236,15920,73400,310,0.001,0.004702283842489123,2.2002148485183715,63350
1472,-5.615177449999999,50.0,11253.749802406877,236,15931,73600,311,0.001,0.0043293331633321944,2.2006827044487,63550
1476,-5.651913520000001,50.0,11260.813729934394,236,15944,73800,312,0.001,0.003693978141527623,2.211987774372101,63750
1480,-5.69658402,50.0,11274.863557867706,236,15965,74000,313,0.001,0.004682619608938694,2.204189805984497,63950
1484,-5.65370886,50.0,11279.731248077005,236,15977,74200,313,0.001,0.0048391790804453196,2.1978726291656496,64150
1488,-5.685447150000001,50.0,11292.779019489884,236,16002,74400,314,0.001,0.0037967373919673263,2.215971474647522,64350
1492,-5.64328709,50.0,11300.768837697804,236,16015,74600,315,0.001,0.003741583509836346,2.2061408972740173,64550
1496,-5.670197990000002,50.0,11311.504303507507,236,16033,74800,316,0.001,0.004476434038951993,2.254311237335205,64750
1500,-5.659634310000001,50.0,11322.33570438996,236,16053,75000,317,0.001,0.003533237767405808,2.208955008983612,64950
1504,-5.63563857,50.0,11330.91226708889,236,16067,75200,318,0.001,0.004734678724780679,2.227154562473297,65150
1508,-5.674232579999999,50.0,11344.51324011758,236,16091,75400,319,0.001,0.0032562093320302665,2.2268921756744384,65350
1512,-5.665326829999999,50.0,11352.48770102486,236,16104,75600,320,0.001,0.004594926717691124,2.221968355178833,65550
1516,-5.664735619999999,50.0,11364.436564240605,236,16126,75800,320,0.001,0.004657715922221541,2.2023144125938416,65750
1520,-5.587746439999998,50.0,11374.791008673608,236,16144,76000,321,0.001,0.003872388596646488,2.202011456489563,65950
1524,-5.551901819999997,50.0,11393.579744927585,236,16165,76200,322,0.001,0.004602318666875362,2.1833120250701903,66150
1528,-5.521076139999999,50.0,11403.559947635978,236,16186,76400,323,0.001,0.0038802003767341377,2.2281478881835937,66350
1532,-5.58404372,50.0,11412.709103722125,236,16202,76600,324,0.001,0.00417540218681097,2.209304687976837,66550
1536,-5.61698349,50.0,11432.300112217665,236,16228,76800,325,0.001,0.004001699525397271,2.182683928012848,66750
1540,-5.613029470000002,50.0,11449.19697279483,235,16248,77000,326,0.001,0.0042489061877131465,2.2014025259017944,66950
1544,-5.574539180000001,50.0,11458.676154408604,235,16266,77200,327,0.001,0.004345961394719779,2.224156813621521,67150
1548,-5.574192070000001,50.0,11471.853274513036,235,16288,77400,328,0.001,0.004040371817536652,2.1790240454673766,67350
1552,-5.538151160000001,50.0,11482.220826558769,235,16305,77600,329,0.001,0.0037949051219038667,2.1527120232582093,67550
1556,-5.529654760000001,50.0,11493.817843195051,235,16325,77800,330,0.001,0.004105111723765731,2.134889042377472,67750
1560,-5.475150220000001,50.0,11502.333038039505,235,16338,78000,331,0.001,0.004182179239578545,2.1520218300819396,67950
1564,-5.481940220000001,50.0,11508.632896631956,235,16352,78200,332,0.001,0.003866212060675025,2.151595449447632,68150
1568,-5.4802383500000005,50.0,11516.209307789803,235,16366,78400,333,0.001,0.004497016831301152,2.152088508605957,68350
1572,-5.492624000000001,50.0,11529.827401399612,235,16386,78600,334,0.001,0.0046544228261336685,2.1884549045562744,68550
1576,-5.4619208200000005,50.0,11544.66688068211,234,16405,78800,335,0.001,0.005151128640864045,2.1336963176727295,68750
1580,-5.40308954,50.0,11549.031834501773,234,16417,79000,337,0.001,0.004100676353555172,2.1422539854049685,68950
1584,-5.410635630000001,50.0,11559.783708054572,234,16433,79200,338,0.001,0.004362167026847601,2.148710243701935,69150
1588,-5.336494449999999,50.0,11566.311220161617,233,16446,79400,339,0.001,0.004379223824944347,2.155841715335846,69350
1592,-5.318245429999999,50.0,11573.546355139464,233,16464,79600,340,0.001,0.004074117764830589,2.1049401116371156,69550
1596,-5.315436159999999,50.0,11582.123819697648,233,16482,79800,341,0.001,0.004558353843167424,2.1064913368225096,69750
1600,-5.303886179999999,50.0,11589.01327219233,233,16498,80000,342,0.001,0.004092339307535439,2.135278813838959,69950
1604,-5.274775230000001,50.0,11592.5314456895,233,16507,80200,343,0.001,0.0041428198898211125,2.117162251472473,70150
1608,-5.190369420000001,50.0,11597.915552325547,233,16519,80400,344,0.001,0.004184364138636738,2.117676100730896,70350
1612,-5.2769188,50.0,11618.578711997718,233,16542,80600,345,0.001,0.006093585700727999,2.141212046146393,70550
1616,-5.2275876299999995,50.0,11625.901389103383,233,16559,80800,346,0.001,0.004909645030274987,2.057892279624939,70750
1620,-5.19319322,50.0,11631.157394997776,233,16573,81000,347,0.001,0.004834920363500714,2.116263725757599,70950
1624,-5.185156989999999,50.0,11639.488176178187,233,16587,81200,348,0.001,0.004848355771973729,2.1090586471557615,71150
1628,-5.2003502500000005,50.0,11650.750492427498,233,16610,81400,349,0.001,0.0038353607757017016,2.091802535057068,71350
1632,-5.232957259999999,50.0,11661.617107592523,232,16629,81600,350,0.001,0.004806166091002524,2.0637572479248045,71550
1636,-5.22271833,50.0,11678.11889905855,232,16654,81800,351,0.001,0.004290714906528592,2.0288548922538756,71750
1640,-5.205313239999999,50.0,11684.312410980463,232,16669,82000,352,0.001,0.004810269321314991,2.0306445121765138,71950
1644,-5.2557483000000005,50.0,11700.754373062402,232,16697,82200,353,0.001,0.005053860493935644,2.0624764227867125,72150
1648,-5.313026060000001,50.0,11726.839981470257,232,16724,82400,354,0.001,0.004966616998426616,2.039519853591919,72350
1652,-5.29395285,50.0,11734.79996626079,232,16736,82600,355,0.001,0.004658749285154045,2.0082486486434936,72550
1656,-5.23947191,50.0,11740.52346123755,232,16750,82800,356,0.001,0.007085286346264184,1.9887079334259032,72750
1660,-5.2647306700000005,50.0,11750.818707950413,232,16768,83000,357,0.001,0.005530097540467977,1.960974359512329,72950
1664,-5.21187221,50.0,11753.299915492535,232,16777,83200,358,0.001,0.005246800915338099,1.9773807859420776,73150
1668,-5.202131840000001,50.0,11765.618966098875,232,16793,83400,359,0.001,0.005765099884010852,1.9602572178840638,73350
1672,-5.204159059999999,50.0,11785.051389258355,232,16816,83600,360,0.001,0.006863108850084245,1.9659514474868773,73550
1676,-5.23642967,50.0,11798.837449364364,231,16833,83800,361,0.001,0.0069653790816664694,1.9262944436073304,73750
1680,-5.306439279999999,50.0,11815.476078059524,231,16863,84000,362,0.001,0.007143474444746971,1.9129042553901672,73950
1684,-5.3640729799999995,50.0,11838.935552354902,231,16894,84200,363,0.001,0.0069395669084042315,1.8807183814048767,74150
1688,-5.4896317,50.0,11864.711062930524,231,16929,84400,364,0.001,0.006735564819537103,1.8813857221603394,74350
1692,-5.51936869,50.0,11878.375889848918,231,16956,84600,365,0.001,0.00639434389770031,1.847384784221649,74550
1696,-5.523282439999999,50.0,11892.518040649593,231,16973,84800,366,0.001,0.008636020487174392,1.8069738125801087,74750
1700,-5.500997420000001,50.0,11900.804187770933,231,16992,85000,367,0.001,0.006684275888837874,1.8341174221038818,74950
1704,-5.508689260000001,50.0,11911.70626898855,231,17007,85200,368,0.001,0.008370604757219553,1.814932532310486,75150
1708,-5.59502382,50.0,11937.740255761892,231,17036,85400,368,0.001,0.007690813890658319,1.7671057963371277,75350
1712,-5.57690246,50.0,11960.974260941148,231,17075,85600,369,0.001,0.009197773206979036,1.7332538747787476,75550
1716,-5.644716650000001,50.0,11993.274697329849,231,17114,85800,370,0.001,0.00844620236195624,1.7050824928283692,75750
1720,-5.71613659,50.0,12025.35831027478,230,17148,86000,372,0.001,0.010304229352623224,1.6726248335838318,75950
1724,-5.90198712,50.0,12088.170038353652,230,17209,86200,373,0.001,0.009511591391637922,1.6331013464927673,76150
1728,-5.845026310000001,50.0,12095.821697283536,230,17217,86400,374,0.001,0.00894981541670859,1.649005994796753,76350
1732,-5.84319155,50.0,12111.12439065054,230,17246,86600,375,0.001,0.008450724994763731,1.6203547763824462,76550
1736,-5.767666630000001,50.0,12122.330764107406,230,17262,86800,376,0.001,0.008357468396425247,1.5768120741844178,76750
1740,-5.820707389999999,50.0,12143.063896741718,230,17288,87000,377,0.001,0.00628480174113065,1.6059650325775146,76950
1744,-5.853358709999998,50.0,12175.087470274419,230,17326,87200,378,0.001,0.007975107962265611,1.6166445732116699,77150
1748,-5.868029459999999,50.0,12203.774617433548,230,17367,87400,379,0.001,0.00748847933486104,1.6461438131332398,77350
1752,-5.935783600000001,50.0,12219.162529397756,230,17391,87600,380,0.001,0.007228381307795644,1.5744422888755798,77550
1756,-6.04183303,50.0,12240.440443716943,230,17416,87800,381,0.001,0.007949338564649223,1.5964084196090698,77750
1760,-6.04429256,50.0,12251.212115116417,230,17435,88000,382,0.001,0.007466929410584271,1.5963380360603332,77950
1764,-6.123949329999999,50.0,12268.307153809816,229,17455,88200,383,0.001,0.007189798573963344,1.566246418952942,78150
1768,-6.1591597400000015,50.0,12288.051538873464,229,17478,88400,384,0.001,0.006962915249168873,1.591717722415924,78350
1772,-6.07913456,50.0,12291.065261583775,229,17482,88600,385,0.001,0.006812633657827974,1.5874053716659546,78550
1776,-6.1472953299999995,50.0,12318.548659425229,229,17525,88800,386,0.001,0.006193044534884393,1.5712826800346376,78750
1780,-6.11126468,50.0,12332.587497621775,229,17539,89000,387,0.001,0.006726426240056753,1.5901370716094971,78950
1784,-6.100756820000002,50.0,12355.87388008833,229,17570,89200,388,0.001,0.006180369560606778,1.556739764213562,79150
1788,-6.01954982,50.0,12369.224389657378,229,17593,89400,389,0.001,0.006620918489061296,1.5862919235229491,79350
1792,-5.984668820000001,50.0,12378.49102396518,229,17609,89600,390,0.001,0.005651268395595253,1.5940404725074768,79550
1796,-6.068577620000002,50.0,12397.02014163509,229,17637,89800,391,0.001,0.006494939583353699,1.6545722675323487,79750
1800,-6.144907129999999,50.0,12409.196533832699,229,17658,90000,392,0.001,0.006475064782425761,1.62181955575943,79950
1804,-6.288498249999999,50.0,12429.766174033284,229,17694,90200,393,0.001,0.005959826405160129,1.6136577749252319,80150
1808,-6.22791337,50.0,12433.348586179316,229,17704,90400,394,0.001,0.006051906910724938,1.6176445770263672,80350
1812,-6.1454726200000005,50.0,12437.511069301516,229,17713,90600,395,0.001,0.0063280598446726795,1.6276900935173035,80550
1816,-6.133404360000002,50.0,12451.501169681549,229,17739,90800,396,0.001,0.005143272336572409,1.591416254043579,80750
1820,-6.1744876799999995,50.0,12463.011585537344,229,17761,91000,397,0.001,0.00601355392485857,1.6210117411613465,80950
1824,-6.011432270000001,50.0,12469.555635485798,229,17774,91200,398,0.001,0.005345571334473788,1.6021140599250794,81150
1828,-6.08308177,50.0,12485.157317623496,228,17795,91400,399,0.001,0.005064804777503013,1.6461370849609376,81350
1832,-6.01441188,50.0,12490.65615195781,228,17804,91600,400,0.001,0.0056904050754383205,1.6453867936134339,81550
1836,-6.094822869999999,50.0,12504.657997049391,228,17827,91800,401,0.001,0.005501138819381595,1.6194534039497375,81750
1840,-6.08983807,50.0,12517.152249611914,228,17844,92000,401,0.001,0.007180680776946247,1.6404499459266662,81950
1844,-6.06505287,50.0,12532.544162809849,228,17868,92200,402,0.001,0.0057187929144129155,1.5965878367424011,82150
1848,-6.000331599999999,50.0,12540.184919014573,228,17880,92400,403,0.001,0.0057920238096266985,1.641508560180664,82350
1852,-5.977151480000001,50.0,12549.937790233642,228,17895,92600,404,0.001,0.005831539095379412,1.6301263403892516,82550
1856,-5.87296444,50.0,12559.221381496638,228,17913,92800,405,0.001,0.0066378607833758,1.6266275763511657,82750
1860,-5.869107849999999,50.0,12571.702783681452,228,17936,93000,406,0.001,0.005028965268284082,1.63636057138443,82950
1864,-5.877960999999999,50.0,12585.573426369578,228,17958,93200,407,0.001,0.0052992894593626265,1.6137161922454835,83150
1868,-5.90546502,50.0,12598.54538673535,228,17975,93400,408,0.001,0.006181339928880334,1.6194534921646118,83350
1872,-6.014956150000001,50.0,12617.415129810572,228,18003,93600,409,0.001,0.005492597538977862,1.60770565032959,83550
1876,-5.90609317,50.0,12623.536171603948,228,18014,93800,409,0.001,0.00390623290091753,1.5917637372016906,83750
1880,-5.93432655,50.0,12634.56599233672,228,18032,94000,410,0.001,0.006144884158857167,1.6399297046661376,83950
1884,-5.963746259999999,50.0,12646.416432537138,228,18050,94200,411,0.001,0.004938336603809148,1.6502806091308593,84150
1888,-5.98660509,50.0,12655.043653979897,228,18069,94400,413,0.001,0.006293424125760794,1.6864380097389222,84350
1892,-5.959017620000001,50.0,12659.200415082276,228,18078,94600,414,0.001,0.005476101511158049,1.6659822154045105,84550
1896,-5.85083667,50.0,12667.666040025651,227,18093,94800,416,0.001,0.004878408582881093,1.610976016521454,84750
1900,-5.8131047,50.0,12682.49761769548,227,18112,95000,417,0.001,0.004261208972893655,1.6795071125030518,84950
1904,-5.690718029999999,50.0,12692.68203720823,227,18131,95200,419,0.001,0.005023438399657607,1.6499111652374268,85150
1908,-5.6826636299999995,50.0,12700.532723143697,227,18149,95400,420,0.001,0.006496117925271392,1.6639052796363831,85350
1912,-5.722833169999999,50.0,12710.705329943448,227,18163,95600,421,0.001,0.004473166754469276,1.6897697424888611,85550
1916,-5.72342203,50.0,12722.45135909319,227,18186,95800,421,0.001,0.005243725781328976,1.6706298899650573,85750
1920,-5.62161752,50.0,12728.797044441104,227,18198,96000,422,0.001,0.004872576999478042,1.6647271585464478,85950
1924,-5.601442289999999,50.0,12733.781078003347,227,18210,96200,423,0.001,0.006437923260964453,1.674828519821167,86150
1928,-5.547022889999998,50.0,12743.690256722271,227,18227,96400,424,0.001,0.004045629370957613,1.6609592819213868,86350
1932,-5.536589200000002,50.0,12749.838968273252,227,18237,96600,425,0.001,0.004721451085060835,1.6971069359779358,86550
1936,-5.491633449999999,50.0,12758.806153129786,227,18248,96800,426,0.001,0.0051603993028402325,1.6947814011573792,86750
1940,-5.49613157,50.0,12778.794710282236,227,18272,97000,427,0.001,0.005349018187262118,1.6772615909576416,86950
1944,-5.400842249999999,50.0,12786.329344429076,226,18283,97200,428,0.001,0.00451480345800519,1.6886395072937013,87150
1948,-5.4280440599999995,50.0,12799.094366427511,226,18304,97400,429,0.001,0.004409925374202431,1.7053101015090943,87350
1952,-5.37719703,50.0,12806.112987291068,226,18316,97600,430,0.001,0.0056916878186166284,1.7163126754760742,87550
1956,-5.40159629,50.0,12815.77002922073,226,18335,97800,431,0.001,0.00433317351154983,1.6763499855995179,87750
1960,-5.357315540000001,50.0,12823.294579204172,226,18348,98000,432,0.001,0.005601886024232954,1.6830369281768798,87950
1964,-5.339900420000003,50.0,12837.973318699747,226,18368,98200,433,0.001,0.005832908302545547,1.7159967398643494,88150
1968,-5.337698339999998,50.0,12859.924873307347,226,18393,98400,434,0.001,0.0056640086742118,1.6896993374824525,88350
1972,-5.31362071,50.0,12871.759594805539,226,18418,98600,435,0.001,0.0054349615518003705,1.712846257686615,88550
1976,-5.3272850699999985,50.0,12884.166353300214,226,18441,98800,436,0.001,0.005121522806584835,1.7517040944099427,88750
