time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,cv/rollout_cv_value,time/total_timesteps,cv/rollout_cv_count,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss
56,328,50.0,291,10447.091256890446,16400,12709,-9.20617688,6350,3.2615223693847657,0.001,0.005148744187317788
57,332,50.0,289,10453.9982085675,16600,12728,-8.97513537,6550,3.286073937416077,0.001,0.0032238284684717655
58,336,50.0,289,10457.931613974273,16800,12737,-8.78475743,6750,3.316624402999878,0.001,0.004031032235361636
58,340,50.0,288,10462.17947403714,17000,12747,-8.671824,6950,3.36353835105896,0.001,0.0030079990369267762
59,344,50.0,287,10466.033282212913,17200,12759,-8.381250660000001,7150,3.427354850769043,0.001,0.003160402271896601
60,348,50.0,286,10472.237782508135,17400,12776,-8.229634189999999,7350,3.4240891551971435,0.001,0.003552720667794347
61,352,50.0,285,10477.495986834168,17600,12786,-7.974507289999999,7550,3.4720838403701784,0.001,0.003946587238460779
62,356,50.0,285,10480.760054774582,17800,12798,-7.817054079999999,7750,3.4950507402420046,0.001,0.005759351286105812
63,360,50.0,284,10485.613867845386,18000,12810,-7.632032369999999,7950,3.521167106628418,0.001,0.005570961809717119
64,364,50.0,283,10492.922913242131,18200,12823,-7.44006619,8150,3.5521616077423097,0.001,0.004794063889421523
64,368,50.0,283,10495.702272832394,18400,12829,-7.206697280000001,8350,3.568067135810852,0.001,0.0044254739116877315
65,372,50.0,282,10502.05887261033,18600,12843,-7.030397540000001,8550,3.5615267944335938,0.001,0.004286928148940205
66,376,50.0,282,10509.706526290625,18800,12857,-6.921818109999999,8750,3.5409347343444826,0.001,0.005994396652095019
67,380,50.0,282,10514.861117236316,19000,12867,-6.722081390000002,8950,3.5587007570266724,0.001,0.00529416065197438
68,384,50.0,281,10521.08840662241,19200,12880,-6.59986809,9150,3.5947557640075685,0.001,0.004211623705923557
69,388,50.0,281,10522.856328643858,19400,12884,-6.51164439,9350,3.611954469680786,0.001,0.005034259660169483
69,392,50.0,280,10533.259486649185,19600,12922,-6.468746460000001,9550,3.589167470932007,0.001,0.004850801527500153
70,396,50.0,279,10543.989747740328,19800,12934,-6.41778134,9750,3.5768750047683717,0.001,0.008334398255683481
71,400,50.0,278,10551.617824308574,20000,12945,-6.4425926,9950,3.590908269882202,0.001,0.004495501280762255
72,404,50.0,278,10556.730358101428,20200,12959,-6.34660566,10150,3.6095242881774903,0.001,0.0051880499208346005
73,408,50.0,277,10566.719570413232,20400,12974,-6.28528896,10350,3.585394625663757,0.001,0.00496719622053206
74,412,50.0,277,10579.075932122767,20600,12992,-6.17533901,10550,3.647989673614502,0.001,0.005114272432401776
75,416,50.0,276,10582.602315582335,20800,13003,-6.14770213,10750,3.6139984464645387,0.001,0.005089697162620723
76,420,50.0,276,10588.904404506087,21000,13017,-6.119362730000001,10950,3.6006255388259887,0.001,0.005341127482242882
76,424,50.0,275,10592.803927317262,21200,13028,-6.166996479999999,11150,3.6116686344146727,0.001,0.005044474094174803
77,428,50.0,275,10599.228668913245,21400,13045,-6.24389112,11350,3.591117877960205,0.001,0.006315941344946623
78,432,50.0,274,10604.403121110052,21600,13062,-6.25107846,11550,3.63545117855072,0.001,0.004859710051678121
79,436,50.0,273,10611.023414250463,21800,13078,-6.2129742299999995,11750,3.649145231246948,0.001,0.006212122165597975
80,440,50.0,273,10616.251494895667,22000,13088,-6.12938699,11950,3.5814478063583373,0.001,0.006409622151404619
81,444,50.0,272,10622.966829393059,22200,13105,-6.14124726,12150,3.6151177167892454,0.001,0.005599208800122142
82,448,50.0,271,10629.558886241168,22400,13121,-6.09645446,12350,3.6373455238342287,0.001,0.005330973155796528
83,452,50.0,271,10634.301045682281,22600,13140,-6.112088440000001,12550,3.594347734451294,0.001,0.006654615011066198
84,456,50.0,271,10642.875508863479,22800,13157,-6.20398654,12750,3.6224606657028198,0.001,0.006195522560738027
85,460,50.0,270,10650.495109278709,23000,13175,-6.2105909399999994,12950,3.6014206266403197,0.001,0.006336282361298799
86,464,50.0,268,10652.955873057246,23200,13182,-6.195110309999999,13150,3.6125090980529784,0.001,0.005682275015860796
87,468,50.0,268,10655.280111055821,23400,13188,-6.207854809999999,13350,3.521871638298035,0.001,0.007456515277735889
88,472,50.0,267,10662.08755009994,23600,13206,-6.227792859999999,13550,3.553318223953247,0.001,0.004564498369581997
89,476,50.0,266,10666.559702187777,23800,13216,-6.13802991,13750,3.5347362995147704,0.001,0.005229744999669492
90,480,50.0,265,10668.252267464995,24000,13219,-6.09638167,13950,3.468053550720215,0.001,0.005668048313818872
91,484,50.0,264,10671.593855272979,24200,13230,-6.080765590000001,14150,3.493888783454895,0.001,0.0060984463756904
92,488,50.0,263,10675.964275687933,24400,13243,-6.125980899999998,14350,3.490645170211792,0.001,0.006271202117204666
93,492,50.0,262,10683.1837528646,24600,13257,-5.971757800000001,14550,3.461745023727417,0.001,0.007281464985571802
94,496,50.0,261,10685.83831911534,24800,13267,-5.92115348,14750,3.44371169090271,0.001,0.006704521542415023
95,500,50.0,260,10692.55673078075,25000,13282,-5.9477090399999994,14950,3.4177568054199217,0.001,0.005319683807902038
96,504,50.0,260,10699.204236410558,25200,13303,-5.91973537,15150,3.3803981065750124,0.001,0.006020876038819551
97,508,50.0,259,10706.10101782158,25400,13317,-5.9352160199999995,15350,3.3960735845565795,0.001,0.00620028767734766
98,512,50.0,259,10720.897788476199,25600,13351,-6.01540627,15550,3.362097682952881,0.001,0.006578952828422188
99,516,50.0,259,10724.337597351521,25800,13360,-5.98250921,15750,3.352821888923645,0.001,0.009467761255800724
100,520,50.0,259,10733.780590221286,26000,13379,-6.000831,15950,3.327695789337158,0.001,0.006698187659494579
101,524,50.0,259,10740.977717518806,26200,13402,-6.0368410500000005,16150,3.2854553842544556,0.001,0.005793522102758289
101,528,50.0,259,10747.619656905532,26400,13424,-5.985534639999998,16350,3.318676061630249,0.001,0.008549524052068592
102,532,50.0,259,10752.500234682113,26600,13438,-5.92308365,16550,3.2988846492767334,0.001,0.005716017880477011
103,536,50.0,258,10762.090392030776,26800,13460,-5.915336860000001,16750,3.2627323389053347,0.001,0.0064847281854599715
104,540,50.0,258,10767.448632944375,27000,13475,-5.947421950000001,16950,3.24706992149353,0.001,0.007044772636145353
105,544,50.0,258,10771.446701183915,27200,13486,-5.94153073,17150,3.298039965629578,0.001,0.006112158508040011
106,548,50.0,258,10782.068972438574,27400,13511,-5.9653832499999995,17350,3.271633954048157,0.001,0.006175881293602288
106,552,50.0,258,10783.550120286644,27600,13512,-5.87251014,17550,3.199413366317749,0.001,0.0064935310371220115
107,556,50.0,257,10796.584184579551,27800,13533,-5.79235547,17750,3.1569634962081907,0.001,0.005441928710788488
108,560,50.0,257,10807.548994984478,28000,13558,-5.74027933,17950,3.206164779663086,0.001,0.00795479136519134
109,564,50.0,257,10811.03242808953,28200,13567,-5.73406643,18150,3.1379936265945436,0.001,0.006332340152002871
110,568,50.0,257,10814.855073247105,28400,13578,-5.714732839999999,18350,3.1308688020706175,0.001,0.007271353676915168
111,572,50.0,257,10818.399281155318,28600,13591,-5.668085709999999,18550,3.1774463653564453,0.001,0.006366607337258756
111,576,50.0,257,10823.189866885543,28800,13600,-5.68579764,18750,3.1292999601364135,0.001,0.007486898237839341
112,580,50.0,257,10827.419853575528,29000,13612,-5.76042917,18950,3.154042272567749,0.001,0.006465838211588562
113,584,50.0,256,10831.84370123595,29200,13621,-5.78722941,19150,3.1515831899642945,0.001,0.00654395658057183
114,588,50.0,256,10835.625119507313,29400,13635,-5.793837830000001,19350,3.137166237831116,0.001,0.00670683117583394
115,592,50.0,256,10841.09984477982,29600,13656,-5.86805748,19550,3.0909734582901,0.001,0.005937092895619571
116,596,50.0,256,10845.842192716897,29800,13673,-5.96539244,19750,3.148095669746399,0.001,0.00937096263282001
117,600,50.0,256,10848.686583034694,30000,13680,-5.926885269999999,19950,3.0604194974899293,0.001,0.005241741188801825
117,604,50.0,255,10851.785804279149,30200,13689,-5.979960219999999,20150,3.063115267753601,0.001,0.005562837752513587
118,608,50.0,255,10854.60256965831,30400,13699,-6.005865070000001,20350,3.1282837200164795,0.001,0.005503203677944839
119,612,50.0,255,10858.64122715965,30600,13711,-5.95780446,20550,3.1263471460342407,0.001,0.006435758941806853
120,616,50.0,255,10860.803335726261,30800,13720,-5.9928338299999995,20750,3.1085444641113282,0.001,0.00546901579014957
121,620,50.0,255,10864.827863648534,31000,13734,-5.941587959999998,20950,3.0623483753204344,0.001,0.004772199098952114
122,624,50.0,255,10869.952830489725,31200,13752,-5.941655839999998,21150,3.078597092628479,0.001,0.0049810227612033485
123,628,50.0,254,10873.362362243235,31400,13762,-5.877110259999999,21350,3.111661958694458,0.001,0.005992393987253308
124,632,50.0,254,10877.084323164076,31600,13771,-5.907767879999999,21550,3.10808810710907,0.001,0.006546005988493562
125,636,50.0,254,10880.439069326967,31800,13784,-5.89797759,21750,3.042547178268433,0.001,0.006270961496047675
125,640,50.0,254,10882.951884962618,32000,13792,-5.858158030000001,21950,3.0500340986251833,0.001,0.005882593882270157
126,644,50.0,253,10888.916131488979,32200,13811,-5.91527389,22150,3.100352864265442,0.001,0.005635542748495937
127,648,50.0,253,10892.695667721331,32400,13820,-5.907870730000001,22350,3.034109687805176,0.001,0.00582909682765603
128,652,50.0,253,10897.87352008745,32600,13832,-5.94570341,22550,3.0290154647827148,0.001,0.005418588961474597
129,656,50.0,253,10900.23063614592,32800,13838,-5.89567722,22750,3.026575889587402,0.001,0.005678192591294646
130,660,50.0,253,10906.085735969245,33000,13856,-5.96153114,22950,3.0210023736953735,0.001,0.005234402636997402
131,664,50.0,253,10908.758023567498,33200,13865,-5.96720583,23150,2.9736107540130616,0.001,0.00716091622132808
131,668,50.0,253,10914.041044160724,33400,13884,-6.01271385,23350,3.039352011680603,0.001,0.006179009978659451
132,672,50.0,253,10917.008709281683,33600,13892,-5.9651208800000015,23550,2.942724070549011,0.001,0.005645221704617143
133,676,50.0,253,10919.882211752236,33800,13899,-5.94159336,23750,2.96878068447113,0.001,0.005884062913246453
134,680,50.0,253,10923.327998921275,34000,13912,-5.92008234,23950,2.962774605751038,0.001,0.006189761180430651
135,684,50.0,253,10927.04011824727,34200,13924,-5.87337546,24150,2.919524712562561,0.001,0.006318536661565304
135,688,50.0,253,10931.782672837377,34400,13940,-5.86525909,24350,2.912188563346863,0.001,0.0067142306780442595
136,692,50.0,253,10935.674496158957,34600,13951,-5.771731309999999,24550,2.9228434896469118,0.001,0.006622828100807965
137,696,50.0,253,10939.842286918312,34800,13961,-5.714085479999998,24750,2.902527804374695,0.001,0.005600004498846829
138,700,50.0,252,10942.911482807249,35000,13969,-5.75274063,24950,2.914842948913574,0.001,0.0054236133769154544
139,704,50.0,252,10946.525403458625,35200,13984,-5.70085017,25150,2.8626082706451417,0.001,0.0056147157913073896
140,708,50.0,252,10948.627295676619,35400,13988,-5.660970509999999,25350,2.9090720319747927,0.001,0.006251853886060417
141,712,50.0,252,10953.600899901241,35600,14008,-5.674015740000001,25550,2.8417824697494507,0.001,0.006651505571790039
142,716,50.0,251,10956.00927521661,35800,14017,-5.6535107700000005,25750,2.8360881567001344,0.001,0.0061287879757583145
143,720,50.0,251,10962.52706591785,36000,14038,-5.71206979,25950,2.8198193645477296,0.001,0.00670955007430166
143,724,50.0,251,10967.356394637376,36200,14050,-5.63166828,26150,2.8587652921676634,0.001,0.006261897464282811
144,728,50.0,251,10973.524287760258,36400,14065,-5.68284518,26350,2.7965268898010254,0.001,0.005863700797781348
145,732,50.0,251,10976.255659073591,36600,14074,-5.63022743,26550,2.8113759994506835,0.001,0.006280118972063065
146,736,50.0,251,10983.392096143216,36800,14088,-5.6631908399999995,26750,2.7927683448791503,0.001,0.006532407836057246
147,740,50.0,251,10989.844484865665,37000,14109,-5.7130659600000016,26950,2.8249627113342286,0.001,0.005623513641767204
148,744,50.0,251,10994.895724672824,37200,14125,-5.669498600000001,27150,2.724893159866333,0.001,0.005566946817561984
149,748,50.0,250,10998.696833375841,37400,14136,-5.60472527,27350,2.7515281057357788,0.001,0.006371020628139376
149,752,50.0,250,11000.723392084241,37600,14142,-5.55740389,27550,2.774266176223755,0.001,0.008351914826780557
150,756,50.0,250,11005.246541403234,37800,14154,-5.664489140000001,27750,2.7316356992721555,0.001,0.006013680733740329
151,760,50.0,250,11007.570147875696,38000,14161,-5.590817509999999,27950,2.7018883514404295,0.001,0.005898158592171967
152,764,50.0,250,11011.253429964185,38200,14174,-5.62937815,28150,2.7302901268005373,0.001,0.00680201843380928
153,768,50.0,250,11014.50144276023,38400,14182,-5.621654920000001,28350,2.7152472257614138,0.001,0.007867333441972733
154,772,50.0,250,11020.5752601102,38600,14204,-5.725663099999999,28550,2.7562523031234742,0.001,0.005572986230254174
155,776,50.0,249,11025.345472808927,38800,14218,-5.799611579999999,28750,2.7733528900146482,0.001,0.005556082502007485
156,780,50.0,249,11031.405403539538,39000,14234,-5.84775107,28950,2.7302968549728392,0.001,0.005197762693278492
156,784,50.0,249,11033.927333712578,39200,14240,-5.881566320000001,29150,2.7331920766830446,0.001,0.006693825228139758
157,788,50.0,249,11037.372114099562,39400,14248,-5.8634670600000005,29350,2.7336854839324953,0.001,0.006039403476752341
158,792,50.0,249,11038.871554665267,39600,14252,-5.862677869999999,29550,2.678739848136902,0.001,0.00545253467746079
159,796,50.0,249,11041.80642201379,39800,14259,-5.83440701,29750,2.7497366762161253,0.001,0.007954387059435249
160,800,50.0,249,11043.311242062598,40000,14261,-5.7702034499999995,29950,2.716481828689575,0.001,0.00655254147015512
160,804,50.0,249,11047.697261516005,40200,14275,-5.773455919999999,30150,2.7209312677383424,0.001,0.007842740956693888
161,808,50.0,249,11056.456417743117,40400,14299,-5.867225040000001,30350,2.7618858575820924,0.001,0.005979536431841553
162,812,50.0,249,11063.73142855987,40600,14315,-5.848344580000002,30550,2.686470837593079,0.001,0.006713426290079951
163,816,50.0,249,11069.093931391835,40800,14332,-5.899576389999998,30750,2.670980863571167,0.001,0.005280550201423467
164,820,50.0,249,11072.114845249802,41000,14342,-5.7800185,30950,2.7169163179397584,0.001,0.006524221645668149
165,824,50.0,249,11075.33007612452,41200,14353,-5.75392421,31150,2.6849999475479125,0.001,0.005646907323971391
165,828,50.0,249,11086.085103880614,41400,14374,-5.75415848,31350,2.6910988092422485,0.001,0.0055547424871474505
166,832,50.0,249,11089.749483201653,41600,14386,-5.76756061,31550,2.6545486497879027,0.001,0.00574108375236392
167,836,50.0,249,11094.945722136647,41800,14399,-5.7445147500000004,31750,2.6786262226104736,0.001,0.005552742527797818
168,840,50.0,249,11104.890797626227,42000,14416,-5.74414086,31950,2.67855947971344,0.001,0.006805459284223616
169,844,50.0,249,11112.202243912965,42200,14438,-5.805259800000001,32150,2.656630959510803,0.001,0.006090552536770702
170,848,50.0,249,11117.083717312664,42400,14451,-5.794004870000001,32350,2.6741188526153565,0.001,0.006783893369138241
171,852,50.0,248,11123.942100111395,42600,14465,-5.859252449999999,32550,2.707151699066162,0.001,0.006616434887982905
171,856,50.0,248,11130.430634468794,42800,14479,-5.798594709999998,32750,2.7063506507873534,0.001,0.005889442502520979
172,860,50.0,248,11132.20639512688,43000,14483,-5.762953339999999,32950,2.6795694923400877,0.001,0.00517506112344563
173,864,50.0,248,11135.985115602612,43200,14497,-5.724749,33150,2.677946615219116,0.001,0.004520637108944356
174,868,50.0,248,11143.667313050479,43400,14510,-5.746134059999999,33350,2.6724775409698487,0.001,0.00612672024872154
175,872,50.0,248,11155.762532643974,43600,14539,-5.7916107299999995,33550,2.7305411529541015,0.001,0.007087844917550683
176,876,50.0,248,11165.640463218093,43800,14561,-5.800033870000001,33750,2.653840765953064,0.001,0.006626215279102326
177,880,50.0,248,11167.57025751099,44000,14566,-5.695511349999999,33950,2.6820829629898073,0.001,0.006465227734297514
178,884,50.0,248,11173.915516179055,44200,14585,-5.720680199999999,34150,2.6231179523468016,0.001,0.005047005275264383
178,888,50.0,248,11178.149727404118,44400,14597,-5.702647349999999,34350,2.6847158336639403,0.001,0.007502357997000217
179,892,50.0,248,11188.62878028676,44600,14617,-5.7945742000000005,34550,2.6860723066329957,0.001,0.006994333257898689
180,896,50.0,248,11190.756944008172,44800,14623,-5.772253930000001,34750,2.672716956138611,0.001,0.0063388775661587715
181,900,50.0,248,11203.20154812932,45000,14648,-5.86729983,34950,2.666550498008728,0.001,0.004892408004961908
182,904,50.0,248,11224.119120575488,45200,14680,-5.975909839999999,35150,2.709437618255615,0.001,0.0065811029355973
182,908,50.0,248,11234.856349177659,45400,14699,-5.95264929,35350,2.678198847770691,0.001,0.004954313673079014
183,912,50.0,248,11238.91210186109,45600,14709,-5.883746399999999,35550,2.7111682653427125,0.001,0.005428804545663297
184,916,50.0,248,11249.334850598127,45800,14730,-5.915403679999998,35750,2.738145785331726,0.001,0.006174894818104804
185,920,50.0,248,11251.918930776417,46000,14739,-5.92894414,35950,2.685288872718811,0.001,0.005800758418627083
186,924,50.0,248,11259.491410363466,46200,14755,-5.999774389999999,36150,2.6653681898117068,0.001,0.005618038480170071
186,928,50.0,248,11265.282700251788,46400,14769,-5.956513160000001,36350,2.6624623584747313,0.001,0.0049653743347153065
187,932,50.0,248,11274.34920860082,46600,14785,-5.989544059999999,36550,2.645479531288147,0.001,0.005099912353325635
188,936,50.0,248,11279.380550131202,46800,14797,-5.9668370500000005,36750,2.6759954929351806,0.001,0.0061136154877021905
189,940,50.0,248,11285.804177682847,47000,14817,-5.94401512,36950,2.706124062538147,0.001,0.005916403634473682
190,944,50.0,247,11290.735079444945,47200,14824,-5.8515939800000005,37150,2.68568009853363,0.001,0.005842511141672731
191,948,50.0,247,11292.43855561316,47400,14829,-5.828651310000001,37350,2.6663339376449584,0.001,0.006511142826639116
192,952,50.0,247,11301.172586970031,47600,14846,-5.815242190000001,37550,2.7133557415008545,0.001,0.005485606933943927
192,956,50.0,247,11307.014037590474,47800,14863,-5.7980326,37750,2.701577343940735,0.001,0.005733170700259507
193,960,50.0,247,11310.367537975311,48000,14874,-5.827353990000001,37950,2.665008993148804,0.001,0.005760680725798011
194,964,50.0,247,11317.44244113192,48200,14888,-5.8439186900000015,38150,2.6592983484268187,0.001,0.00606689206790179
195,968,50.0,247,11332.09778572619,48400,14915,-5.86738334,38350,2.667093052864075,0.001,0.004934175666421652
196,972,50.0,247,11338.015657179058,48600,14923,-5.74036975,38550,2.633165192604065,0.001,0.005074314279481768
197,976,50.0,247,11348.469977598637,48800,14946,-5.68241678,38750,2.70031867980957,0.001,0.004828353598713875
197,980,50.0,247,11356.607605125755,49000,14962,-5.746765859999999,38950,2.638995852470398,0.001,0.005158495367504656
198,984,50.0,247,11370.26446049288,49200,14988,-5.7393101699999995,39150,2.6434953355789186,0.001,0.006022171904332936
199,988,50.0,247,11383.206977114081,49400,15006,-5.7908456799999986,39350,2.655248990058899,0.001,0.004233004967682063
200,992,50.0,247,11386.677152846009,49600,15014,-5.70941789,39550,2.6425448179244997,0.001,0.005373893626965582
201,996,50.0,247,11390.728514492512,49800,15026,-5.7313708199999995,39750,2.6532753992080687,0.001,0.006574628013186157
202,1000,50.0,247,11396.091844987124,50000,15038,-5.72350915,39950,2.6739759969711305,0.001,0.005610421681776643
203,1004,50.0,247,11406.235129371285,50200,15058,-5.657495800000001,40150,2.6647974252700806,0.001,0.0045008823508396745
204,1008,50.0,246,11411.11893286556,50400,15071,-5.62170524,40350,2.6762405920028685,0.001,0.005227017565630376
204,1012,50.0,246,11419.694254476577,50600,15086,-5.67033944,40550,2.676238121986389,0.001,0.006506325057707727
205,1016,50.0,246,11431.087056070566,50800,15108,-5.664567679999999,40750,2.673200764656067,0.001,0.0054175557475537066
206,1020,50.0,246,11437.358269266784,51000,15122,-5.71124714,40950,2.6703959608078005,0.001,0.0050842429278418425
207,1024,50.0,246,11449.531060017645,51200,15149,-5.73390457,41150,2.6867612028121948,0.001,0.004894149084575475
208,1028,50.0,246,11458.716052550822,51400,15168,-5.764216000000001,41350,2.6706658411026,0.001,0.005891114184632898
209,1032,50.0,246,11464.225596986711,51600,15181,-5.69143076,41550,2.6559381008148195,0.001,0.005382664850912988
210,1036,50.0,246,11467.351600755006,51800,15190,-5.665304560000001,41750,2.6671376466751098,0.001,0.004532528719864786
211,1040,50.0,246,11478.864428792149,52000,15213,-5.664265400000001,41950,2.643603358268738,0.001,0.004823806169442832
211,1044,50.0,246,11486.48447574675,52200,15225,-5.639174059999998,42150,2.634856996536255,0.001,0.004620518842712045
212,1048,50.0,246,11505.99890953675,52400,15259,-5.77655246,42350,2.6446918869018554,0.001,0.004640731308609247
213,1052,50.0,245,11510.626729436219,52600,15271,-5.722015479999999,42550,2.642166543006897,0.001,0.005317466570995748
214,1056,50.0,245,11513.862734589726,52800,15279,-5.688731729999998,42750,2.59890576839447,0.001,0.005042974748648703
215,1060,50.0,245,11528.645076718181,53000,15303,-5.76753285,42950,2.643210973739624,0.001,0.0055058199213817716
216,1064,50.0,245,11537.208062842488,53200,15318,-5.76524487,43150,2.624238443374634,0.001,0.004449724480509758
217,1068,50.0,245,11545.304647058249,53400,15330,-5.721303550000001,43350,2.686838092803955,0.001,0.005125215947628021
218,1072,50.0,245,11553.416424892843,53600,15344,-5.749825510000001,43550,2.6633931732177736,0.001,0.005177631198894233
219,1076,50.0,245,11558.125003278255,53800,15355,-5.7152053899999995,43750,2.6165786838531493,0.001,0.004800265384837985
220,1080,50.0,245,11569.01464913413,54000,15374,-5.6806977199999995,43950,2.6371398305892946,0.001,0.004995602760463953
220,1084,50.0,245,11575.815889060497,54200,15383,-5.636565530000001,44150,2.644360933303833,0.001,0.005364197590388357
221,1088,50.0,245,11581.033364143223,54400,15393,-5.5640123300000015,44350,2.627938766479492,0.001,0.0057336456188932065
222,1092,50.0,245,11583.777658957988,54600,15401,-5.5432146100000015,44550,2.628568005561829,0.001,0.005055257971398532
223,1096,50.0,245,11600.134851183742,54800,15425,-5.623250770000001,44750,2.6520398330688475,0.001,0.006359124211594462
224,1100,50.0,245,11609.786979041994,55000,15441,-5.583085689999999,44950,2.6293054962158204,0.001,0.005728629431687295
225,1104,50.0,245,11619.257524002343,55200,15462,-5.548229229999999,45150,2.6394650745391846,0.001,0.004824760276824236
225,1108,50.0,245,11624.77757967636,55400,15476,-5.51413713,45350,2.6478114891052247,0.001,0.005013603647239506
226,1112,50.0,245,11635.647877521813,55600,15499,-5.534237910000001,45550,2.6463378190994264,0.001,0.005807424210943281
227,1116,50.0,245,11643.345264650881,55800,15511,-5.49410879,45750,2.6804860496520995,0.001,0.0053373654512688514
228,1120,50.0,245,11657.18240384385,56000,15537,-5.551675200000002,45950,2.644710297584534,0.001,0.010611922307871282
228,1124,50.0,245,11661.441860515624,56200,15547,-5.464691299999999,46150,2.624990243911743,0.001,0.00508490851148963
229,1128,50.0,245,11674.075689934194,56400,15573,-5.496471160000001,46350,2.624760265350342,0.001,0.00559872233774513
230,1132,50.0,245,11689.958951737732,56600,15599,-5.5719438100000005,46550,2.6021197271347045,0.001,0.004999792668968439
231,1136,50.0,245,11698.899643141776,56800,15619,-5.65783678,46750,2.6354845571517944,0.001,0.006121361772529781
232,1140,50.0,245,11706.47985868901,57000,15634,-5.68696056,46950,2.636113238334656,0.001,0.005196067690849304
233,1144,50.0,245,11715.628765150905,57200,15654,-5.743713310000001,47150,2.637417001724243,0.001,0.005008000168018043
234,1148,50.0,244,11721.299047984183,57400,15665,-5.64894353,47350,2.60162850856781,0.001,0.006765546486712992
235,1152,50.0,244,11730.313258539885,57600,15680,-5.701688640000001,47550,2.66219922542572,0.001,0.005808002073317766
236,1156,50.0,244,11736.255470458418,57800,15690,-5.73704986,47750,2.6058772373199464,0.001,0.004631779403425753
237,1160,50.0,244,11744.585949651897,58000,15704,-5.69370669,47950,2.649306225776672,0.001,0.004799006273970008
238,1164,50.0,244,11750.374897200614,58200,15717,-5.70647737,48150,2.6293696928024293,0.001,0.005002510654740036
238,1168,50.0,244,11765.467787884176,58400,15741,-5.767992749999999,48350,2.683351731300354,0.001,0.004848171807825565
239,1172,50.0,244,11776.511598743498,58600,15763,-5.7947007,48550,2.6673938989639283,0.001,0.006781347100622952
240,1176,50.0,244,11786.836923208088,58800,15782,-5.877485719999999,48750,2.640150580406189,0.001,0.005704207057133317
241,1180,50.0,244,11791.95001508668,59000,15792,-5.8712336,48950,2.6418715953826903,0.001,0.004049785970710218
242,1184,50.0,244,11794.374749012291,59200,15798,-5.878828709999999,49150,2.634247269630432,0.001,0.005913800243288279
243,1188,50.0,244,11799.913995034993,59400,15814,-5.893349740000002,49350,2.6548877429962157,0.001,0.004708713674917817
244,1192,50.0,244,11801.752431411296,59600,15817,-5.892520629999999,49550,2.6192893981933594,0.001,0.004771017138846218
245,1196,50.0,243,11812.268158070743,59800,15833,-5.875013909999999,49750,2.6767266893386843,0.001,0.004437067066319287
246,1200,50.0,243,11823.482764147222,60000,15851,-5.946826490000001,49950,2.5929603672027586,0.001,0.00367758528329432
246,1204,50.0,243,11830.919382341206,60200,15863,-5.962318120000001,50150,2.5962850427627564,0.001,0.005236539668403566
247,1208,50.0,243,11840.621720854193,60400,15883,-6.0220673399999995,50350,2.602028799057007,0.001,0.004305007327347994
248,1212,50.0,243,11851.420525021851,60600,15899,-6.019636980000001,50550,2.600693097114563,0.001,0.005771569479256868
249,1216,50.0,243,11859.561844665557,60800,15911,-6.035592670000001,50750,2.595752468109131,0.001,0.004155687387101353
250,1220,50.0,243,11864.1611392349,61000,15920,-5.94591251,50950,2.6412214422225953,0.001,0.004998636306263507
251,1224,50.0,243,11868.086215481162,61200,15931,-5.9470923099999995,51150,2.611603546142578,0.001,0.004555729273706674
252,1228,50.0,243,11881.581381089985,61400,15952,-5.95355958,51350,2.6081348705291747,0.001,0.005076142305042595
252,1232,50.0,243,11885.856140572578,61600,15963,-5.85653753,51550,2.6012558460235597,0.001,0.0058023350639268756
253,1236,50.0,243,11888.879636686295,61800,15970,-5.774107940000001,51750,2.59776180267334,0.001,0.005668089641258121
254,1240,50.0,243,11894.538814619184,62000,15984,-5.727927010000001,51950,2.5621674251556397,0.001,0.004910920537076891
255,1244,50.0,243,11902.4312373586,62200,15999,-5.74669693,52150,2.6144188594818116,0.001,0.006288724672049284
256,1248,50.0,243,11913.406888499856,62400,16019,-5.79954604,52350,2.6100872373580932,0.001,0.0056881864368915555
257,1252,50.0,243,11922.35457194224,62600,16033,-5.76422149,52550,2.588054757118225,0.001,0.005620915382169187
257,1256,50.0,243,11934.892786946148,62800,16056,-5.818215390000001,52750,2.5859077644348143,0.001,0.005407700641080737
258,1260,50.0,243,11945.850073140115,63000,16078,-5.84700839,52950,2.6486575269699095,0.001,0.004146928489208221
259,1264,50.0,243,11955.670288134366,63200,16097,-5.852752980000002,53150,2.5923278379440307,0.001,0.006041262811049819
260,1268,50.0,243,11960.78568816185,63400,16108,-5.771546770000001,53350,2.6095550584793092,0.001,0.0046960149798542265
261,1272,50.0,243,11962.662677913904,63600,16113,-5.6889994700000015,53550,2.6059634399414064,0.001,0.005834943032823503
261,1276,50.0,243,11969.645318694413,63800,16128,-5.64012036,53750,2.592780632972717,0.001,0.004509686985984445
262,1280,50.0,243,11976.838556304574,64000,16138,-5.651644960000001,53950,2.5664506578445434,0.001,0.0059539113054051995
263,1284,50.0,243,11991.350855950266,64200,16163,-5.68837448,54150,2.5463234043121337,0.001,0.006043064463883638
264,1288,50.0,243,12002.337512146682,64400,16180,-5.75207753,54350,2.578579888343811,0.001,0.00550954902311787
265,1292,50.0,243,12013.21326925978,64600,16204,-5.84255418,54550,2.5765758085250856,0.001,0.004945616698823869
