time/total_timesteps,cv/rollout_cv_value,cv/rollout_cv_count,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss
7800,4878.83639844507,6886,156,-12.908664559999998,18,426,50.0,,,,
8000,4998.1812281273305,7060,160,-13.010739430000003,18,427,50.0,,,,
8200,5124.7479133456945,7238,164,-13.020623169999999,19,427,50.0,,,,
8400,5242.458360642195,7409,168,-12.987027320000003,19,428,50.0,,,,
8600,5364.304717615247,7582,172,-12.898666720000003,20,429,50.0,,,,
8800,5482.205014932901,7752,176,-12.792698849999999,20,430,50.0,,,,
9000,5614.09014634788,7927,180,-13.13916327,20,431,50.0,,,,
9200,5740.866806134582,8110,184,-13.130325900000003,21,431,50.0,,,,
9400,5868.592093497515,8287,188,-13.183902089999998,21,432,50.0,,,,
9600,6002.28114881739,8461,192,-13.218115550000002,22,433,50.0,,,,
9800,6123.671265691519,8635,196,-13.246689530000001,22,434,50.0,,,,
10000,6251.940323032439,8812,200,-13.374343049999998,23,434,50.0,,,,
10200,6441.774020645767,8975,204,-13.38259456,24,421,50.0,0.4578246647119522,0.001,150,0.004227085597813129
10400,6480.210956346244,9051,208,-13.23121046,25,411,50.0,0.632042784690857,0.001,350,0.002494367891922593
10600,6487.443779300898,9071,212,-13.130352809999998,26,403,50.0,0.8545386040210724,0.001,550,0.001358809358207509
10800,6502.592684850097,9102,216,-13.019421560000003,27,393,50.0,1.0530943727493287,0.001,750,0.0030482549511361865
11000,6536.392357215285,9157,220,-12.816800010000001,28,382,50.0,1.2601878118515015,0.001,950,0.001072526260977611
11200,6649.207846980542,9290,224,-12.81715398,30,370,50.0,1.4380429792404175,0.001,1150,0.0022708481282461435
11400,6766.532725464553,9428,228,-12.57891819,31,361,50.0,1.5975805640220642,0.001,1350,0.002229702067561448
