time/total_timesteps,cv/rollout_cv_value,cv/rollout_cv_count,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss
11600,6906.525137342513,9603,232,-12.47612183,32,352,50.0,1.736737415790558,0.001,1550,0.002682209606282413
11800,7036.055072471499,9753,236,-12.331107189999997,34,345,50.0,1.8267426371574402,0.001,1750,0.0022457376611419023
12000,7149.107163511217,9936,240,-12.260386019999999,35,338,50.0,1.8744423079490662,0.001,1950,0.002500005173496902
12200,7159.960237074643,9954,244,-12.078431349999999,36,335,50.0,1.9895261526107788,0.001,2150,0.0020028739771805705
12400,7193.081761747599,10028,248,-12.035297929999999,37,331,50.0,2.1005588960647583,0.001,2350,0.002947898560669273
12600,7214.885392021388,10082,252,-12.06364587,38,327,50.0,2.2386534452438354,0.001,2550,0.0021197725238744167
12800,7221.006302956492,10105,256,-11.93482795,39,323,50.0,2.375824098587036,0.001,2750,0.0029367890674620867
13000,7228.389144014567,10133,260,-11.64757124,40,319,50.0,2.4774188566207886,0.001,2950,0.003102048996370286
13200,7232.366345174611,10147,264,-11.37845288,41,316,50.0,2.6222446250915525,0.001,3150,0.006419031005352735
13400,7235.777067724615,10155,268,-11.200931009999998,42,313,50.0,2.740973834991455,0.001,3350,0.0040828116238117215
13600,7239.5395639799535,10167,272,-11.01708935,43,311,50.0,2.8070796966552733,0.001,3550,0.0024166530231013892
13800,7242.634604845196,10177,276,-10.919293160000002,44,309,50.0,2.9351621437072755,0.001,3750,0.002607464948669076
14000,7246.981255218387,10189,280,-10.4054017,45,307,50.0,3.0054881095886232,0.001,3950,0.003478155921911821
14200,7255.1963176988065,10217,284,-10.224246139999998,46,304,50.0,3.0730719900131227,0.001,4150,0.003998102548066527
14400,7261.0246318764985,10239,288,-10.00099906,47,302,50.0,3.122573857307434,0.001,4350,0.002699721923563629
14600,7262.838590461761,10244,292,-9.772669969999999,48,301,50.0,3.200129117965698,0.001,4550,0.003641930860467255
14800,7267.5150035098195,10256,296,-9.61699052,49,299,50.0,3.2149139881134032,0.001,4750,0.002800503349862993
15000,7269.983269397169,10264,300,-9.281061059999999,50,298,50.0,3.274671878814697,0.001,4950,0.003646263175178319
15200,7272.9009722955525,10275,304,-8.9418629,51,296,50.0,3.3002309370040894,0.001,5150,0.0030008175130933523
15400,7277.360141266137,10290,308,-8.82871707,52,294,50.0,3.3338636922836304,0.001,5350,0.006827637683600187
15600,7280.123695582151,10300,312,-8.78968422,53,293,50.0,3.356993680000305,0.001,5550,0.0030351213156245647
15800,7281.252242863178,10302,316,-8.48886185,54,291,50.0,3.415380349159241,0.001,5750,0.0032860344764776526
16000,7282.5013849549,10305,320,-8.30146398,55,289,50.0,3.4259672594070434,0.001,5950,0.003091626961249858
16200,7285.625048987567,10313,324,-8.069086930000001,55,289,50.0,3.462678246498108,0.001,6150,0.004126616823486984
16400,7288.806563012302,10319,328,-7.969033780000001,56,288,50.0,3.468035788536072,0.001,6350,0.0036946989386342464
16600,7293.996066514403,10335,332,-7.747686590000002,57,286,50.0,3.468787293434143,0.001,6550,0.0037502999184653163
16800,7296.204328075051,10340,336,-7.50513513,58,285,50.0,3.495257086753845,0.001,6750,0.0047460896987468
17000,7299.477102659643,10352,340,-7.239703089999999,59,284,50.0,3.515309281349182,0.001,6950,0.0037991033401340245
17200,7302.799723133445,10360,344,-7.155900619999999,60,283,50.0,3.5264581203460694,0.001,7150,0.0033572832494974136
17400,7304.744062419981,10367,348,-6.85205173,61,282,50.0,3.5265788555145265,0.001,7350,0.004119945066049695
17600,7306.225887537003,10371,352,-6.5911616,62,280,50.0,3.553213005065918,0.001,7550,0.004639485175721348
17800,7309.799745056778,10382,356,-6.480738149999999,63,279,50.0,3.525301094055176,0.001,7750,0.004001018074341119
18000,7312.746536776423,10394,360,-6.34920212,64,278,50.0,3.5709578704833986,0.001,7950,0.004849831801839173
18200,7315.371838245541,10403,364,-6.243232030000001,65,277,50.0,3.5217724323272703,0.001,8150,0.003908936055377126
18400,7319.8766120150685,10420,368,-6.24361099,66,277,50.0,3.6009424352645873,0.001,8350,0.0055173283396288755
18600,7323.645986512303,10430,372,-6.179638499999999,67,276,50.0,3.547022886276245,0.001,8550,0.0036954020312987266
18800,7328.676748860627,10441,376,-6.155795229999999,68,275,50.0,3.5100011682510375,0.001,8750,0.0033336527040228247
19000,7333.41602922976,10454,380,-6.1518041,69,274,50.0,3.5693260478973388,0.001,8950,0.006348747140727937
19200,7338.2047231420875,10468,384,-6.114080009999999,70,273,50.0,3.570314588546753,0.001,9150,0.005178943141363562
19400,7341.010828118771,10478,388,-6.019039739999999,71,272,50.0,3.579412055015564,0.001,9350,0.004763618512079119
19600,7343.538486965001,10486,392,-5.966789509999999,72,272,50.0,3.6111603212356567,0.001,9550,0.004356920728459954
19800,7346.2341430448,10493,396,-5.944706309999999,72,271,50.0,3.561653389930725,0.001,9750,0.004243952026590705
20000,7348.493660967797,10498,400,-5.969121309999999,73,270,50.0,3.577782187461853,0.001,9950,0.004294183976016938
20200,7352.316089242697,10509,404,-6.0102188100000005,74,270,50.0,3.5734161806106566,0.001,10150,0.005066430065780878
20400,7354.940643683076,10517,408,-5.9593085100000005,75,270,50.0,3.586963748931885,0.001,10350,0.005097312475554645
20600,7356.878037460148,10522,412,-5.8898357699999995,76,269,50.0,3.5838781499862673,0.001,10550,0.005160825559869409
20800,7360.306345585734,10528,416,-5.93878872,77,269,50.0,3.584218363761902,0.001,10750,0.006018734090030193
21000,7362.885317847133,10535,420,-5.979614279999998,78,268,50.0,3.578530306816101,0.001,10950,0.005615217522718013
21200,7364.203743439168,10537,424,-5.9192810699999985,78,268,50.0,3.57880090713501,0.001,11150,0.004676910727284849
21400,7369.367149729282,10549,428,-5.91245643,79,268,50.0,3.5560215950012206,0.001,11350,0.004369918680749834
21600,7373.319607254118,10563,432,-5.89421864,80,267,50.0,3.599066481590271,0.001,11550,0.005149253895506262
21800,7377.029009133577,10578,436,-5.908642539999999,81,267,50.0,3.56608190536499,0.001,11750,0.005336743216030299
22000,7380.652608320117,10591,440,-5.8946439,82,267,50.0,3.5239614152908327,0.001,11950,0.004801164432428777
22200,7385.596903782338,10610,444,-5.85540765,83,266,50.0,3.5143163776397706,0.001,12150,0.004939072099514306
22400,7390.092946853489,10627,448,-5.91275766,84,266,50.0,3.4882972860336303,0.001,12350,0.005350096425972879
22600,7393.953822553158,10638,452,-5.9887336499999995,84,266,50.0,3.5626991176605225,0.001,12550,0.004830815549939871
22800,7397.117324598134,10648,456,-5.90914797,85,265,50.0,3.4787182092666624,0.001,12750,0.0046169643243774774
23000,7402.332056242973,10666,460,-5.95312133,86,265,50.0,3.4787641525268556,0.001,12950,0.006069620572961867
23200,7407.619678281248,10679,464,-5.93925477,87,265,50.0,3.484017434120178,0.001,13150,0.005460502440109849
23400,7414.757541123778,10697,468,-5.94052772,88,264,50.0,3.5025557565689085,0.001,13350,0.005893800966441631
23600,7417.625293217599,10705,472,-5.89489533,89,264,50.0,3.415513291358948,0.001,13550,0.005736157037317753
23800,7423.955087177455,10728,476,-5.94071906,90,264,50.0,3.4561790323257444,0.001,13750,0.00652224887162447
24000,7429.122700858861,10743,480,-5.878277129999999,91,263,50.0,3.4216855478286745,0.001,13950,0.006369670256972313
24200,7430.816527348012,10749,484,-5.74449485,91,263,50.0,3.4121897506713865,0.001,14150,0.006315283011645079
24400,7439.607558924705,10773,488,-5.82508327,92,262,50.0,3.3696450328826906,0.001,14350,0.006415355424396693
24600,7442.332373794168,10783,492,-5.803287729999999,93,262,50.0,3.3549750089645385,0.001,14550,0.00562376334797591
24800,7448.4625888206065,10803,496,-5.8228546,94,262,50.0,3.2861939764022825,0.001,14750,0.005970879658125341
25000,7456.6382669731975,10823,500,-5.92784729,95,261,50.0,3.330861949920654,0.001,14950,0.005932784373871982
25200,7463.0263212658465,10837,504,-5.922260899999999,96,261,50.0,3.294528307914734,0.001,15150,0.006722396910190582
25400,7468.3443359434605,10848,508,-5.94410908,97,261,50.0,3.26133508682251,0.001,15350,0.006098136249929667
25600,7478.660068921745,10873,512,-5.989784070000001,98,260,50.0,3.2186814308166505,0.001,15550,0.004848231384530663
25800,7482.822897218168,10885,516,-6.002002269999999,98,260,50.0,3.300665411949158,0.001,15750,0.004379840167239309
26000,7493.2774294056,10912,520,-6.06510228,99,260,50.0,3.2380734300613403,0.001,15950,0.005693095540627837
26200,7500.120497994125,10926,524,-6.16832554,100,260,50.0,3.235839648246765,0.001,16150,0.006511899875476956
26400,7514.021227441728,10960,528,-6.20708359,101,259,50.0,3.220850348472595,0.001,16350,0.005758762271143496
26600,7523.763318572193,10977,532,-6.238751969999999,102,259,50.0,3.237964701652527,0.001,16550,0.005176957831718027
26800,7533.658240389079,11004,536,-6.377316229999999,103,259,50.0,3.1209200286865233,0.001,16750,0.005554421087726951
27000,7542.602622620761,11019,540,-6.40476753,104,258,50.0,3.1575875234603883,0.001,16950,0.005639560748822987
27200,7550.06122879684,11035,544,-6.44394146,105,258,50.0,3.151842169761658,0.001,17150,0.005634813345968723
27400,7558.43066329509,11049,548,-6.5016016500000005,106,258,50.0,3.1271251964569093,0.001,17350,0.006092893262393773
27600,7564.727353449911,11059,552,-6.51563113,106,258,50.0,3.1057489204406736,0.001,17550,0.006055783019401133
27800,7580.734483703971,11089,556,-6.677861380000001,107,257,50.0,3.07824613571167,0.001,17750,0.006042269384488463
28000,7583.257556904107,11099,560,-6.61198349,108,257,50.0,3.0769462108612062,0.001,17950,0.0053285691794008015
28200,7587.831882841885,11109,564,-6.57494897,109,257,50.0,3.018707890510559,0.001,18150,0.004787977542728186
28400,7596.321171168238,11127,568,-6.641789980000002,110,256,50.0,3.0546155261993406,0.001,18350,0.005441073430702091
28600,7606.315110106021,11148,572,-6.715098840000001,111,256,50.0,3.0713135051727294,0.001,18550,0.0049309031665325164
28800,7608.851620379835,11157,576,-6.639793020000001,112,256,50.0,3.095197138786316,0.001,18750,0.005067351749166846
29000,7623.915121186525,11186,580,-6.702459360000001,113,256,50.0,3.0754205703735353,0.001,18950,0.00768720920663327
29200,7628.446592643857,11201,584,-6.73551472,114,255,50.0,3.0638619661331177,0.001,19150,0.004710090775042772
29400,7636.715809579939,11218,588,-6.693959029999999,114,255,50.0,3.0619077825546266,0.001,19350,0.00866326387040317
29600,7646.940423984081,11243,592,-6.775094889999999,115,255,50.0,3.1016389465332033,0.001,19550,0.0077628590073436496
29800,7655.140865646303,11263,596,-6.716391759999999,116,255,50.0,3.0297535848617554,0.001,19750,0.00848076562397182
30000,7672.440520569682,11288,600,-6.6258481499999995,117,254,50.0,3.0295837211608885,0.001,19950,0.0049642844218760725
30200,7686.376247987151,11310,604,-6.671759239999999,118,254,50.0,3.003043780326843,0.001,20150,0.005936050368472934
30400,7699.5918434895575,11332,608,-6.725705399999999,119,254,50.0,3.038549585342407,0.001,20350,0.00665633843280375
30600,7709.281074222177,11351,612,-6.7194720100000005,120,254,50.0,3.062246036529541,0.001,20550,0.0049651678698137405
30800,7719.952808097005,11370,616,-6.7393947700000005,121,254,50.0,3.0329055070877073,0.001,20750,0.0060839311545714736
31000,7725.962487116456,11383,620,-6.69941802,122,253,50.0,3.0640718603134154,0.001,20950,0.006733068474568426
31200,7736.894459038973,11408,624,-6.669776649999999,122,253,50.0,3.009662685394287,0.001,21150,0.007461946019902826
31400,7743.218778245151,11427,628,-6.558436170000001,123,253,50.0,2.991826982498169,0.001,21350,0.005754871354438365
31600,7755.924706861377,11451,632,-6.620615269999999,124,253,50.0,3.0005703735351563,0.001,21550,0.0069206377677619455
31800,7770.424983769655,11473,636,-6.562814049999999,125,253,50.0,3.000651912689209,0.001,21750,0.006068595359101892
32000,7776.680865544826,11492,640,-6.51639728,126,252,50.0,2.9421881675720214,0.001,21950,0.007377316169440746
32200,7780.613582778722,11504,644,-6.43287582,127,252,50.0,2.9558092975616455,0.001,22150,0.007830803589895368
32400,7791.026045065373,11524,648,-6.402179120000002,128,252,50.0,2.9753895807266235,0.001,22350,0.006372326388955117
32600,7800.938614077866,11544,652,-6.43538005,129,252,50.0,2.9545046615600588,0.001,22550,0.00595047177746892
32800,7804.848887439817,11555,656,-6.29484095,130,252,50.0,2.9844052743911744,0.001,22750,0.006186320297420025
33000,7813.501436494291,11573,660,-6.296879659999999,131,251,50.0,2.933812098503113,0.001,22950,0.0066098115360364315
33200,7824.421553425491,11592,664,-6.304310060000001,131,251,50.0,2.9865793561935425,0.001,23150,0.00668440630659461
33400,7828.5348823182285,11603,668,-6.16372654,132,251,50.0,2.9644926023483276,0.001,23350,0.006383543419651687
33600,7837.586008992046,11620,672,-6.098589179999999,133,251,50.0,2.89183545589447,0.001,23550,0.005198703962378204
33800,7850.840144250542,11647,676,-6.161906190000001,134,251,50.0,2.9110993432998655,0.001,23750,0.009485311703756452
34000,7857.264788456261,11664,680,-6.059785640000001,135,250,50.0,2.8817319107055663,0.001,23950,0.005335818529129028
34200,7868.368078574538,11686,684,-6.146145280000001,136,250,50.0,2.892229104042053,0.001,24150,0.005819922806695104
34400,7874.058249052614,11705,688,-6.14283667,137,250,50.0,2.877907385826111,0.001,24350,0.008043300975114107
34600,7879.1059045903385,11716,692,-6.11983057,138,250,50.0,2.901045250892639,0.001,24550,0.005508337658829987
34800,7884.6835619695485,11732,696,-6.15898055,139,250,50.0,2.8686211585998533,0.001,24750,0.005759720434434712
35000,7898.857123017311,11755,700,-6.18728036,139,250,50.0,2.8092776107788087,0.001,24950,0.0070097092958167195
35200,7909.968692645431,11776,704,-6.170604189999999,140,250,50.0,2.860015239715576,0.001,25150,0.005574653800576926
35400,7918.532692145556,11797,708,-6.150634580000001,141,249,50.0,2.848055319786072,0.001,25350,0.007972869472578168
35600,7927.816347178072,11819,712,-6.145236050000002,142,249,50.0,2.8258549690246584,0.001,25550,0.00792735891416669
35800,7931.261579737067,11830,716,-6.087688859999999,143,249,50.0,2.8075801229476927,0.001,25750,0.00612361772917211
36000,7941.952336229384,11848,720,-6.130835090000001,144,249,50.0,2.8462618827819823,0.001,25950,0.00809662502259016
36200,7945.638474140316,11859,724,-6.064723570000002,145,249,50.0,2.8225385999679564,0.001,26150,0.005781404743902385
36400,7955.2230570577085,11878,728,-6.10360503,146,249,50.0,2.79996244430542,0.001,26350,0.005751357972621917
36600,7961.596452016383,11888,732,-6.02040846,146,249,50.0,2.7818469333648683,0.001,26550,0.005769137260504067
36800,7967.687896504998,11904,736,-5.981494630000001,147,248,50.0,2.762825779914856,0.001,26750,0.005956083294004202
37000,7970.815409168601,11914,740,-6.003179610000002,148,248,50.0,2.795337314605713,0.001,26950,0.005509059820324183
37200,7974.877993304282,11926,744,-6.08519044,149,248,50.0,2.77684467792511,0.001,27150,0.006997065870091319
37400,7981.494278300554,11942,748,-6.06263572,150,248,50.0,2.7587649154663088,0.001,27350,0.005751718571409583
37600,7983.249595407397,11948,752,-5.9942337000000006,151,248,50.0,2.7649774312973023,0.001,27550,0.006255126306787134
37800,7988.3048642501235,11959,756,-6.02454966,152,248,50.0,2.7513802289962768,0.001,27750,0.00510470675304532
38000,7995.82410582155,11973,760,-6.07073174,153,248,50.0,2.7666271686553956,0.001,27950,0.004994415873661637
38200,8006.750982027501,11992,764,-6.09800051,153,248,50.0,2.764676671028137,0.001,28150,0.004749080776236952
38400,8014.734976809472,12003,768,-6.169172609999999,154,248,50.0,2.7529963302612304,0.001,28350,0.005745786484330892
38600,8023.700306009501,12022,772,-6.179979649999998,155,247,50.0,2.7796460151672364,0.001,28550,0.007452373146079481
38800,8045.182241674513,12051,776,-6.2160483399999995,156,247,50.0,2.792545871734619,0.001,28750,0.005861305366270244
39000,8055.47813135758,12068,780,-6.25881443,157,247,50.0,2.8049370098114013,0.001,28950,0.005404649684205651
39200,8060.8643572591245,12081,784,-6.191410390000001,158,247,50.0,2.823927574157715,0.001,29150,0.0057591872103512284
39400,8068.6887480169535,12096,788,-6.164364530000001,159,247,50.0,2.7828289461135864,0.001,29350,0.006064837360754609
39600,8073.06518599391,12106,792,-6.143426140000002,160,247,50.0,2.813583006858826,0.001,29550,0.006128821913152933
39800,8076.967789366841,12117,796,-6.0566686,161,247,50.0,2.7549775886535643,0.001,29750,0.00648782781790942
40000,8085.894881565124,12139,800,-6.02751945,161,246,50.0,2.7770087480545045,0.001,29950,0.005913538173772394
40200,8095.146586898714,12157,804,-5.99284179,162,246,50.0,2.8300015830993654,0.001,30150,0.006337852240540088
40400,8104.793522488326,12173,808,-6.001451069999999,163,246,50.0,2.7828333282470705,0.001,30350,0.006107079298235476
40600,8107.963131271303,12181,812,-5.90493244,164,246,50.0,2.784851484298706,0.001,30550,0.006900910087861121
40800,8113.22705097124,12196,816,-5.906089539999999,165,246,50.0,2.771643977165222,0.001,30750,0.004646380888298154
41000,8124.156185723841,12210,820,-5.842198669999999,166,246,50.0,2.83420343875885,0.001,30950,0.005892898300662637
41200,8132.952448498458,12223,824,-5.8236427100000006,167,246,50.0,2.7577397775650025,0.001,31150,0.0064062026469036935
41400,8143.938607685268,12241,828,-5.82221358,168,246,50.0,2.8163291454315185,0.001,31350,0.005281392484903336
41600,8158.098172053695,12263,832,-5.8215441199999995,169,246,50.0,2.8162614345550536,0.001,31550,0.005662203659303486
41800,8168.640487845987,12295,836,-5.828246050000001,170,245,50.0,2.8032502222061155,0.001,31750,0.0060285220248624686
42000,8177.9764163941145,12313,840,-5.84382767,170,245,50.0,2.816514377593994,0.001,31950,0.00581754395738244
42200,8184.677809301764,12328,844,-5.779410459999999,171,245,50.0,2.8505891609191893,0.001,32150,0.00493934263009578
42400,8192.005658414215,12341,848,-5.786091719999999,172,245,50.0,2.801441798210144,0.001,32350,0.0052667725505307315
42600,8205.47108521685,12362,852,-5.8215426400000005,173,245,50.0,2.7764288282394407,0.001,32550,0.005652610431425274
42800,8210.674879912287,12375,856,-5.8038141,174,245,50.0,2.8000049495697024,0.001,32750,0.00608500006608665
43000,8222.135601066053,12396,860,-5.815183940000001,175,245,50.0,2.7850353002548216,0.001,32950,0.005361655415035784
43200,8231.002960253507,12411,864,-5.787048599999999,176,245,50.0,2.7639171361923216,0.001,33150,0.005776185863651335
43400,8244.60118414089,12435,868,-5.79910346,177,245,50.0,2.792872385978699,0.001,33350,0.007321800896897912
43600,8255.394518889487,12452,872,-5.7712445,177,245,50.0,2.8038441228866575,0.001,33550,0.005910625397227705
43800,8262.949647709727,12469,876,-5.6758366,178,245,50.0,2.7833414554595945,0.001,33750,0.006185600445605815
44000,8277.784457225353,12500,880,-5.7096053200000005,179,244,50.0,2.78779025554657,0.001,33950,0.006941908295266331
44200,8290.327163115144,12525,884,-5.733386459999999,180,244,50.0,2.7620113468170167,0.001,34150,0.007622213680297136
44400,8299.28597446531,12542,888,-5.735059449999999,181,244,50.0,2.766183853149414,0.001,34350,0.005701917978003621
44600,8306.901750728488,12557,892,-5.740057050000001,182,244,50.0,2.810106816291809,0.001,34550,0.0056656864378601315
44800,8327.206696871668,12579,896,-5.82373063,183,244,50.0,2.7627349281311036,0.001,34750,0.005336585296317935
45000,8333.32414862141,12593,900,-5.7872102399999985,184,244,50.0,2.8193545055389406,0.001,34950,0.007399102696217597
45200,8339.361233852804,12608,904,-5.7069122100000005,185,244,50.0,2.7163484144210814,0.001,35150,0.005492238951846957
45400,8352.736149828881,12634,908,-5.705700889999999,185,244,50.0,2.7735492420196532,0.001,35350,0.006059360951185227
45600,8360.239764042199,12651,912,-5.7543467800000005,186,244,50.0,2.811680569648743,0.001,35550,0.007443671738728881
45800,8369.063370354474,12662,916,-5.73643464,187,243,50.0,2.6973500537872312,0.001,35750,0.006731290025636554
46000,8380.1444680579,12686,920,-5.76926747,188,243,50.0,2.774264783859253,0.001,35950,0.00689145821146667
46200,8394.478176701814,12711,924,-5.87169565,189,243,50.0,2.744740595817566,0.001,36150,0.005188325545750558
46400,8405.139765426517,12731,928,-5.855760689999999,190,243,50.0,2.7335324764251707,0.001,36350,0.009399856384843587
46600,8420.749969463795,12770,932,-5.93325812,191,243,50.0,2.754990792274475,0.001,36550,0.005246915277093649
46800,8425.747328922153,12778,936,-5.853019290000001,192,243,50.0,2.718843789100647,0.001,36750,0.007336965501308441
47000,8438.676692388952,12796,940,-5.846475350000002,193,243,50.0,2.722056851387024,0.001,36950,0.00882573252543807
47200,8452.120993047953,12813,944,-5.861104859999999,194,243,50.0,2.72251184463501,0.001,37150,0.006383398668840527
47400,8461.543998882174,12833,948,-5.862113309999999,195,243,50.0,2.6964876222610474,0.001,37350,0.005435945764183998
47600,8478.131192997098,12863,952,-5.89705649,195,242,50.0,2.7052553701400757,0.001,37550,0.006338170515373349
47800,8491.139813769609,12885,956,-5.965699000000001,196,242,50.0,2.7079605293273925,0.001,37750,0.006676238193176687
48000,8506.461056750268,12907,960,-5.93902299,197,242,50.0,2.6910857009887694,0.001,37950,0.006205191956833005
48200,8508.280311062932,12914,964,-5.913764029999999,198,242,50.0,2.6678296327590942,0.001,38150,0.006183475730940699
48400,8526.845310278237,12938,968,-5.920537599999999,199,242,50.0,2.7152016592025756,0.001,38350,0.00537000679410994
48600,8535.581603236496,12957,972,-5.94616408,200,242,50.0,2.6778253984451292,0.001,38550,0.006279546576552093
48800,8548.317328121513,12977,976,-5.978725119999999,201,242,50.0,2.708597712516785,0.001,38750,0.006250233007594943
49000,8558.173961717635,12992,980,-5.938255320000001,202,242,50.0,2.6946445751190184,0.001,38950,0.0058913413435220715
49200,8563.533092178404,13005,984,-5.87689207,203,242,50.0,2.707315082550049,0.001,39150,0.006661785300821066
49400,8578.804566286504,13028,988,-5.925089399999999,204,242,50.0,2.690855326652527,0.001,39350,0.006059675635769963
49600,8583.759628552943,13037,992,-5.94377951,204,242,50.0,2.728440132141113,0.001,39550,0.008047164767049253
49800,8588.381607253104,13048,996,-5.878876890000002,205,241,50.0,2.734617247581482,0.001,39750,0.005633103912696242
50000,8602.556304581463,13070,1000,-5.9170418399999996,206,241,50.0,2.697627091407776,0.001,39950,0.006145325959660113
50200,8616.154777426273,13087,1004,-5.97300457,207,241,50.0,2.685656123161316,0.001,40150,0.006907360833138227
50400,8620.629246983677,13098,1008,-5.84853753,208,241,50.0,2.6815194272994995,0.001,40350,0.00742555117700249
50600,8627.063416361809,13112,1012,-5.8562337100000015,209,241,50.0,2.6460674524307253,0.001,40550,0.0074308695318177345
50800,8639.0816128999,13132,1016,-5.90024617,210,241,50.0,2.703021092414856,0.001,40750,0.006867265016771853
51000,8653.697771333158,13150,1020,-5.89051773,211,240,50.0,2.682481827735901,0.001,40950,0.005358080202713608
51200,8662.823545280844,13166,1024,-5.84217317,212,240,50.0,2.6951797342300416,0.001,41150,0.006311660665087402
51400,8676.786383144557,13186,1028,-5.85317942,213,240,50.0,2.708719539642334,0.001,41350,0.006868973569944501
51600,8688.41980548203,13204,1032,-5.834967459999999,214,240,50.0,2.734152607917786,0.001,41550,0.0056534483237192035
51800,8709.827828053385,13235,1036,-5.93128857,215,240,50.0,2.704601936340332,0.001,41750,0.008229114646092058
52000,8714.042943697423,13247,1040,-5.866229100000001,216,240,50.0,2.6779421377182007,0.001,41950,0.005952335284091532
52200,8737.003224674612,13279,1044,-5.963567910000002,217,240,50.0,2.6696349716186525,0.001,42150,0.010373380351811647
52400,8740.387912210077,13290,1048,-5.879297099999999,218,240,50.0,2.676652402877808,0.001,42350,0.006501371506601572
52600,8753.231444738805,13307,1052,-5.79548422,219,240,50.0,2.681226511001587,0.001,42550,0.006624142676591873
52800,8779.649440247566,13334,1056,-5.80888733,219,240,50.0,2.688076343536377,0.001,42750,0.00592588750179857
53000,8786.939046032727,13348,1060,-5.7624835899999995,220,240,50.0,2.6942327785491944,0.001,42950,0.006393140051513911
53200,8803.211799196899,13371,1064,-5.84508992,221,239,50.0,2.6776605319976805,0.001,43150,0.00723851156886667
53400,8821.73898242414,13400,1068,-5.829202759999999,222,239,50.0,2.706201982498169,0.001,43350,0.005508204200305044
53600,8832.195622149855,13415,1072,-5.83755605,223,239,50.0,2.6662603330612185,0.001,43550,0.0063397923763841395
53800,8851.79744534567,13439,1076,-5.86124439,224,239,50.0,2.66481005191803,0.001,43750,0.00808537024538964
54000,8861.968796085566,13458,1080,-5.8593740300000015,225,239,50.0,2.669322190284729,0.001,43950,0.007063459362834692
54200,8875.895830765367,13476,1084,-5.900929520000001,226,239,50.0,2.679549078941345,0.001,44150,0.005976109053008259
54400,8887.773899443448,13493,1088,-5.872470280000001,227,239,50.0,2.6768411350250245,0.001,44350,0.0056459220498800275
54600,8895.98830934614,13507,1092,-5.863558989999999,228,239,50.0,2.6887807178497316,0.001,44550,0.007365576419979334
54800,8909.915381703526,13527,1096,-5.91526188,229,239,50.0,2.681645851135254,0.001,44750,0.005468816715292633
55000,8912.475328929722,13534,1100,-5.876581390000001,229,239,50.0,2.6900096845626833,0.001,44950,0.00649734306614846
55200,8925.292605247349,13548,1104,-5.877955420000001,230,239,50.0,2.704021444320679,0.001,45150,0.005856302864849568
55400,8935.629068855196,13562,1108,-5.942624320000001,231,239,50.0,2.6927494192123413,0.001,45350,0.005699903089553118
55600,8939.679342493415,13569,1112,-5.896104329999999,232,238,50.0,2.670501194000244,0.001,45550,0.01125619100406766
55800,8951.166911937296,13587,1116,-5.906701189999999,233,238,50.0,2.668271551132202,0.001,45750,0.004752862183377147
56000,8961.710852190852,13604,1120,-5.900623,234,238,50.0,2.6592372179031374,0.001,45950,0.007015775702893734
56200,8972.162224967033,13623,1124,-5.8986532799999996,235,238,50.0,2.668850693702698,0.001,46150,0.005931187612004578
56400,8980.267791558057,13638,1128,-5.906022509999999,236,238,50.0,2.6333925533294678,0.001,46350,0.00552398094907403
56600,8986.109244126827,13648,1132,-5.827865660000001,236,238,50.0,2.6067383003234865,0.001,46550,0.0062763412855565545
56800,8998.791674222797,13668,1136,-5.81926666,237,238,50.0,2.6353322887420654,0.001,46750,0.006133291563019156
57000,9007.43761159107,13681,1140,-5.83676167,238,238,50.0,2.637571268081665,0.001,46950,0.006015014778822661
57200,9016.177702527493,13693,1144,-5.777772270000001,239,238,50.0,2.6460897541046142,0.001,47150,0.004832575032487511
57400,9024.428073205054,13706,1148,-5.82836039,240,238,50.0,2.639966959953308,0.001,47350,0.012307032374665142
57600,9027.536352619529,13715,1152,-5.78372503,241,238,50.0,2.5949707412719727,0.001,47550,0.006447904235683382
57800,9039.73098936677,13733,1156,-5.73566018,242,238,50.0,2.6186794376373292,0.001,47750,0.005313787348568439
58000,9049.258162789047,13748,1160,-5.75311925,242,238,50.0,2.6483114767074585,0.001,47950,0.005671587167307734
58200,9056.416530642658,13761,1164,-5.7057997799999995,243,238,50.0,2.6564498138427735,0.001,48150,0.004581495178863406
58400,9060.547539569438,13767,1168,-5.60793885,244,238,50.0,2.5920431423187256,0.001,48350,0.0060552093107253315
58600,9076.608204714954,13792,1172,-5.632257770000001,245,238,50.0,2.627897787094116,0.001,48550,0.00637348226737231
58800,9088.202018201351,13816,1176,-5.550993840000001,246,238,50.0,2.629852933883667,0.001,48750,0.007179617257788777
59000,9095.885196123272,13831,1180,-5.55226741,247,238,50.0,2.6032323837280273,0.001,48950,0.004596059080213309
59200,9103.676533374935,13845,1184,-5.54037969,248,238,50.0,2.6210733747482298,0.001,49150,0.006330179749056697
59400,9112.016114581376,13862,1188,-5.51970586,249,238,50.0,2.6119151496887207,0.001,49350,0.005564817767590284
59600,9127.873628746718,13884,1192,-5.563691159999999,249,238,50.0,2.6121167135238648,0.001,49550,0.005690951901488006
59800,9133.991011194885,13896,1196,-5.536126729999999,250,238,50.0,2.5805906200408937,0.001,49750,0.005039827842265368
