cv/rollout_cv_value,cv/rollout_cv_count,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
8245.512212049216,10691,50.0,-7.42917927,16800,306,336,54,0.00420314519200474,0.001,6750,3.5861889219284055
8257.018412780017,10714,50.0,-7.38178888,17000,303,340,56,0.0038307168264873326,0.001,6950,3.5777762365341186
8262.751999732107,10733,50.0,-7.2819668,17200,299,344,57,0.004765043249353767,0.001,7150,3.58998281955719
8267.940149810165,10747,50.0,-7.089997069999998,17400,298,348,58,0.006006779000163078,0.001,7350,3.603709855079651
8274.867625843734,10766,50.0,-6.92028211,17600,297,352,59,0.0047050382709130645,0.001,7550,3.5728086376190187
8279.882830865681,10779,50.0,-6.818003989999999,17800,296,356,60,0.0040774000715464356,0.001,7750,3.6277928590774535
8283.44467882067,10787,50.0,-6.671390099999999,18000,295,360,60,0.0039007699489593504,0.001,7950,3.5830349016189573
8292.03057030961,10806,50.0,-6.61736586,18200,294,364,61,0.004073948822915554,0.001,8150,3.6377881479263308
8295.359394162893,10814,50.0,-6.508549120000001,18400,293,368,62,0.005311263399198652,0.001,8350,3.645883083343506
8300.332518398762,10829,50.0,-6.51181443,18600,292,372,63,0.004650810924358666,0.001,8550,3.636197590827942
8305.22569681704,10845,50.0,-6.42966246,18800,291,376,64,0.004383342599030584,0.001,8750,3.603216500282288
8312.999832239002,10866,50.0,-6.4693565699999995,19000,290,380,65,0.004595401878468693,0.001,8950,3.633574252128601
8320.66445467621,10887,50.0,-6.516624919999999,19200,290,384,66,0.003460254946257919,0.001,9150,3.6496134757995606
8331.403468485922,10915,50.0,-6.584678529999999,19400,289,388,67,0.004172308421693742,0.001,9350,3.687912721633911
8333.657145295292,10920,50.0,-6.483571959999999,19600,288,392,67,0.005140081439167261,0.001,9550,3.6189533567428587
8339.420423842967,10938,50.0,-6.480991470000001,19800,288,396,68,0.0047643246129155156,0.001,9750,3.631391124725342
8347.089474532753,10962,50.0,-6.38899061,20000,287,400,69,0.003583302982151508,0.001,9950,3.6570314979553222
8353.641495835036,10986,50.0,-6.350432089999999,20200,286,404,70,0.002964784572832286,0.001,10150,3.6569829273223875
8358.259367574006,11001,50.0,-6.311337180000001,20400,286,408,71,0.0035735639929771424,0.001,10350,3.6410333919525146
8367.508267194033,11022,50.0,-6.32694435,20600,286,412,71,0.004912220337428152,0.001,10550,3.6443734693527223
8370.904551301152,11032,50.0,-6.371166669999999,20800,286,416,72,0.004850703286938369,0.001,10750,3.6359632921218874
8372.484833188355,11036,50.0,-6.2850617799999995,21000,286,420,73,0.0036238986998796464,0.001,10950,3.6125998497009277
8373.927712444216,11039,50.0,-6.103116770000001,21200,286,424,74,0.0038604209944605827,0.001,11150,3.6081929302215574
