cv/rollout_cv_value,cv/rollout_cv_count,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
8382.86645295471,11059,50.0,-6.14575712,21400,285,428,74,0.004293048328254372,0.001,11350,3.6746603631973267
8388.452448531985,11077,50.0,-6.074578139999999,21600,285,432,75,0.004352395585738122,0.001,11550,3.6802653217315675
8394.716544918716,11099,50.0,-6.0776622,21800,285,436,76,0.004068177728913725,0.001,11750,3.6388386392593386
8402.191669035703,11119,50.0,-6.017698360000001,22000,285,440,77,0.004000901957042515,0.001,11950,3.6310321378707884
8406.061390578747,11132,50.0,-5.96400634,22200,285,444,77,0.004134680982679129,0.001,12150,3.6311032915115358
8409.373066172004,11143,50.0,-5.898943350000001,22400,285,448,78,0.004185048961080611,0.001,12350,3.597092342376709
8418.997974969447,11166,50.0,-5.936741830000001,22600,284,452,79,0.003718443033285439,0.001,12550,3.621290340423584
8422.897810198367,11175,50.0,-5.87347044,22800,284,456,80,0.0038710358459502457,0.001,12750,3.633508548736572
8428.083140809089,11190,50.0,-5.88187486,23000,284,460,80,0.0029685933608561755,0.001,12950,3.614624104499817
8436.503245618194,11215,50.0,-5.88774037,23200,283,464,81,0.004324765522032976,0.001,13150,3.6238629913330076
8440.354913588613,11224,50.0,-5.85948122,23400,283,468,82,0.0036485353438183666,0.001,13350,3.6020207691192625
8445.9119306691,11242,50.0,-5.868796270000001,23600,283,472,83,0.005861696838401258,0.001,13550,3.5708851337432863
8449.598975520581,11253,50.0,-5.873684850000001,23800,282,476,84,0.0038859881181269886,0.001,13750,3.5742343950271604
8456.810402862728,11269,50.0,-5.892307360000001,24000,282,480,85,0.003822146691381931,0.001,13950,3.5750393533706664
8459.592663746327,11277,50.0,-5.782002480000001,24200,281,484,85,0.003893991592340171,0.001,14150,3.5546325922012327
8466.238484527916,11296,50.0,-5.74646669,24400,281,488,86,0.004515597466379404,0.001,14350,3.5598056936264038
8473.001101795584,11316,50.0,-5.85421927,24600,281,492,87,0.003912767400033772,0.001,14550,3.5335692882537844
8479.445385921746,11331,50.0,-5.861789519999999,24800,280,496,88,0.004798166388645768,0.001,14750,3.514241886138916
8483.774897892028,11342,50.0,-5.869490260000001,25000,279,500,89,0.006804043259471655,0.001,14950,3.61161395072937
8487.555063541979,11353,50.0,-5.767998430000001,25200,279,504,90,0.003003953357692808,0.001,15150,3.5047106313705445
8492.69827150926,11364,50.0,-5.73821095,25400,278,508,91,0.003278877183329314,0.001,15350,3.5594164657592775
8497.30384728685,11376,50.0,-5.726056750000001,25600,277,512,92,0.004253632789477706,0.001,15550,3.554714865684509
8503.26567267999,11390,50.0,-5.71119989,25800,275,516,93,0.004783121650107205,0.001,15750,3.4842084312438963
8506.70433441177,11404,50.0,-5.726807900000001,26000,274,520,94,0.004854911905713379,0.001,15950,3.4990003061294557
8512.545753989369,11418,50.0,-5.74462952,26200,274,524,95,0.0038747973833233116,0.001,16150,3.523370771408081
8525.243598822504,11441,50.0,-5.72177841,26400,273,528,96,0.004492827500216663,0.001,16350,3.477805218696594
8536.237161565572,11459,50.0,-5.7418744199999985,26600,273,532,97,0.004375693341717124,0.001,16550,3.5306539487838746
8546.156642649323,11481,50.0,-5.7906211700000005,26800,272,536,98,0.004496240876615047,0.001,16750,3.5288929414749144
8557.153558406979,11501,50.0,-5.773041500000001,27000,272,540,99,0.004958897358737886,0.001,16950,3.4921021556854246
8566.06644256413,11521,50.0,-5.813157230000001,27200,271,544,100,0.0038223917642608283,0.001,17150,3.5001050281524657
8572.91606014967,11536,50.0,-5.904180230000001,27400,271,548,100,0.005857144664041698,0.001,17350,3.532787895202637
8577.715853568166,11553,50.0,-5.833737119999999,27600,271,552,101,0.00454856182448566,0.001,17550,3.463745551109314
8584.388339139521,11568,50.0,-5.92644037,27800,271,556,102,0.004215554827824235,0.001,17750,3.4634405088424685
8593.324092797935,11586,50.0,-5.967086259999999,28000,270,560,103,0.004191738329827785,0.001,17950,3.4688554191589356
8596.55799073726,11597,50.0,-5.85035433,28200,270,564,104,0.005597698092460632,0.001,18150,3.44430468082428
8602.65647078678,11613,50.0,-5.95595491,28400,270,568,105,0.005623167864978313,0.001,18350,3.425263385772705
8608.086666639894,11628,50.0,-5.94576767,28600,269,572,106,0.005295510860159993,0.001,18550,3.42659875869751
8613.02096574381,11639,50.0,-5.955987359999998,28800,267,576,107,0.004490462532266974,0.001,18750,3.4241908502578737
8625.214440263808,11662,50.0,-5.9599091600000005,29000,266,580,108,0.005543315191753209,0.001,18950,3.4518742752075195
8632.69823197648,11675,50.0,-5.995004969999999,29200,266,584,109,0.0038864664221182465,0.001,19150,3.373460264205933
8637.905867218971,11689,50.0,-5.9780393400000005,29400,266,588,110,0.004136842633597553,0.001,19350,3.3644447040557863
8646.397735133767,11708,50.0,-5.939847480000001,29600,265,592,111,0.005598816559650004,0.001,19550,3.372878465652466
8656.459696091712,11726,50.0,-5.9413852,29800,265,596,112,0.005715229255147278,0.001,19750,3.387256870269775
8669.949509613216,11747,50.0,-6.005462119999999,30000,265,600,113,0.008185836346819996,0.001,19950,3.3578450870513916
8680.07050293684,11764,50.0,-6.10311984,30200,264,604,114,0.006824031388387084,0.001,20150,3.3647615337371826
8685.42210687697,11776,50.0,-6.1267666599999995,30400,264,608,115,0.006845425893552601,0.001,20350,3.3098236656188966
8692.105040937662,11787,50.0,-6.0940520099999995,30600,264,612,115,0.005525032966397702,0.001,20550,3.3404052162170412
8695.827804684639,11796,50.0,-6.059620879999999,30800,264,616,116,0.004761535469442606,0.001,20750,3.283261227607727
8711.238929722458,11815,50.0,-6.10642521,31000,263,620,117,0.006032197433523834,0.001,20950,3.283097939491272
8735.83450737223,11846,50.0,-6.210436060000001,31200,263,624,118,0.0056293067429214715,0.001,21150,3.290150623321533
8755.840994276106,11866,50.0,-6.198564319999998,31400,263,628,119,0.006849405663087964,0.001,21350,3.268713283538818
8765.305858366191,11878,50.0,-6.14646693,31600,263,632,119,0.004623874863609672,0.001,21550,3.2897537755966186
8779.928880374879,11898,50.0,-6.088289530000001,31800,263,636,120,0.004444762226194143,0.001,21750,3.2807908344268797
8783.02641652152,11907,50.0,-6.02779015,32000,263,640,121,0.005992763298563659,0.001,21950,3.225525236129761
8792.34943600744,11921,50.0,-5.982531430000002,32200,263,644,122,0.005151169262826443,0.001,22150,3.226692109107971
8802.748188585043,11937,50.0,-5.950913579999999,32400,263,648,123,0.004807833656668663,0.001,22350,3.2313397979736327
8818.669820759445,11959,50.0,-5.982760410000001,32600,263,652,123,0.004944175127893686,0.001,22550,3.201667833328247
8823.338909350336,11972,50.0,-5.91321853,32800,262,656,124,0.0042713041417300705,0.001,22750,3.2257201433181764
8827.347600843757,11984,50.0,-5.883709810000002,33000,262,660,125,0.004948390326462686,0.001,22950,3.1675957822799683
8832.814933232963,12001,50.0,-5.879053060000001,33200,262,664,126,0.005329893934540451,0.001,23150,3.2060266494750977
8847.812495231628,12026,50.0,-5.806295629999999,33400,262,668,127,0.005478645940311253,0.001,23350,3.1464383029937744
8855.934480562806,12042,50.0,-5.79143546,33600,262,672,128,0.006262438246048987,0.001,23550,3.1941143894195556
8858.950592193753,12049,50.0,-5.7309526900000005,33800,262,676,128,0.005661311601288617,0.001,23750,3.1200328159332273
8868.599632717669,12068,50.0,-5.698194630000001,34000,262,680,129,0.005204630880616606,0.001,23950,3.2004128456115724
8878.507933020592,12083,50.0,-5.701552759999999,34200,262,684,130,0.003930436463560909,0.001,24150,3.155896372795105
8886.474308371544,12096,50.0,-5.6735222400000005,34400,261,688,131,0.003721162173897028,0.001,24350,3.120213050842285
8894.017130233347,12112,50.0,-5.66061606,34600,261,692,132,0.003979213945567608,0.001,24550,3.099530830383301
8911.05678743869,12133,50.0,-5.66207599,34800,260,696,133,0.004696012935601175,0.001,24750,3.124486470222473
8915.62104274705,12143,50.0,-5.560472899999999,35000,260,700,134,0.0047667506011202935,0.001,24950,3.1073150205612183
8937.437512911856,12169,50.0,-5.5801520899999995,35200,260,704,135,0.004530972936190664,0.001,25150,3.0629744863510133
8946.734789222479,12183,50.0,-5.543726129999999,35400,260,708,135,0.004867359027266502,0.001,25350,3.0783677196502683
8953.908119942993,12199,50.0,-5.5495093199999985,35600,260,712,136,0.005055790008045733,0.001,25550,3.073455533981323
8963.726528633386,12218,50.0,-5.5675421499999995,35800,259,716,137,0.0042309606727212665,0.001,25750,3.0533984184265135
8970.424818549305,12224,50.0,-5.508179999999999,36000,259,720,138,0.004639664967544377,0.001,25950,3.1029638290405273
8976.701758865267,12232,50.0,-5.394760710000001,36200,259,724,139,0.005042818868532777,0.001,26150,3.056406202316284
8988.663953244686,12251,50.0,-5.366323689999999,36400,259,728,140,0.0046834142925217745,0.001,26350,3.0711293697357176
8998.302859820426,12270,50.0,-5.36838589,36600,259,732,141,0.0047149316407740114,0.001,26550,3.0339863157272338
9008.744039375335,12286,50.0,-5.34401532,36800,259,736,141,0.004786286372691393,0.001,26750,3.029609498977661
9012.141460377723,12297,50.0,-5.3441836999999985,37000,259,740,142,0.004592128056101501,0.001,26950,2.995187883377075
9026.197170283645,12327,50.0,-5.353470009999999,37200,259,744,143,0.00458162747323513,0.001,27150,2.9897982692718506
9031.496914129704,12341,50.0,-5.28893271,37400,259,748,144,0.003940551241394133,0.001,27350,2.973091554641724
9036.917622651905,12353,50.0,-5.22993366,37600,259,752,145,0.004598605029750616,0.001,27550,2.9741888189315797
9042.570912647992,12364,50.0,-5.230902680000001,37800,259,756,145,0.003990066209807992,0.001,27750,2.9795052003860474
9053.479437995702,12389,50.0,-5.20087235,38000,258,760,146,0.00408537667710334,0.001,27950,2.9689817142486574
9056.631769493222,12404,50.0,-5.20748456,38200,258,764,147,0.004474603042472154,0.001,28150,3.00057071685791
9077.055220618844,12429,50.0,-5.24039312,38400,257,768,149,0.0057093376107513905,0.001,28350,3.0096840476989746
9096.752772144973,12451,50.0,-5.28091699,38600,256,772,150,0.004584283316507936,0.001,28550,3.0001653146743776
9116.649165239185,12476,50.0,-5.36439036,38800,256,776,151,0.0058137524733319875,0.001,28750,2.976946921348572
9131.292304374278,12492,50.0,-5.331076489999999,39000,256,780,152,0.005079849804751575,0.001,28950,2.9425141048431396
9144.485610302538,12517,50.0,-5.36496066,39200,256,784,152,0.005646592718549072,0.001,29150,2.884213352203369
9153.814993079752,12531,50.0,-5.3365003699999995,39400,255,788,153,0.004525174694135785,0.001,29350,3.0051872968673705
9164.421656608582,12551,50.0,-5.38058481,39600,255,792,154,0.005237618875689805,0.001,29550,2.9582776403427125
9176.164621934295,12568,50.0,-5.365339030000001,39800,255,796,155,0.0038350768154487014,0.001,29750,2.933828911781311
9195.47386231646,12594,50.0,-5.45440049,40000,255,800,156,0.006113403316121548,0.001,29950,2.9375298500061033
9199.617082245648,12604,50.0,-5.35606424,40200,255,804,157,0.0043564932141453025,0.001,30150,2.895772304534912
9212.247201468796,12622,50.0,-5.421140780000001,40400,254,808,158,0.004590490711852908,0.001,30350,2.919327139854431
9226.47911464423,12638,50.0,-5.417418250000001,40600,254,812,159,0.0057401313539594415,0.001,30550,2.900551996231079
9242.871992267668,12655,50.0,-5.403744670000001,40800,254,816,160,0.004963681665249169,0.001,30750,2.9370157623291018
9252.636068068445,12673,50.0,-5.402054929999999,41000,254,820,161,0.005090041253715753,0.001,30950,2.866275444030762
9261.150070022792,12684,50.0,-5.403761149999999,41200,254,824,162,0.006117115146480501,0.001,31150,2.9147784996032713
9278.97959575057,12705,50.0,-5.42944952,41400,253,828,163,0.004372123870998621,0.001,31350,2.850959529876709
9282.281413123012,12712,50.0,-5.414779040000001,41600,254,832,163,0.004738702992908656,0.001,31550,2.857000427246094
9287.329767152667,12722,50.0,-5.380679979999999,41800,253,836,164,0.003698001205921173,0.001,31750,2.907534065246582
9305.794783812016,12747,50.0,-5.4533894,42000,253,840,165,0.0042819864209741355,0.001,31950,2.848567872047424
9319.400914538652,12764,50.0,-5.43760692,42200,253,844,166,0.0051143929362297055,0.001,32150,2.847237019538879
9343.847249917686,12793,50.0,-5.52635371,42400,253,848,167,0.00425406735856086,0.001,32350,2.858739585876465
9359.76677435264,12814,50.0,-5.578511350000001,42600,253,852,168,0.004794517196714878,0.001,32550,2.8521492195129396
9375.052329748869,12829,50.0,-5.59712614,42800,253,856,168,0.0049838308617472645,0.001,32750,2.860878577232361
9379.377341538668,12839,50.0,-5.597427970000001,43000,253,860,169,0.004687559902667999,0.001,32950,2.864109435081482
9406.752631310374,12870,50.0,-5.689531570000001,43200,253,864,170,0.0059609869355335835,0.001,33150,2.8611924982070924
9424.88877426833,12887,50.0,-5.66452139,43400,253,868,171,0.005954014100134373,0.001,33350,2.8202762746810914
9452.366359557956,12923,50.0,-5.6584040700000005,43600,253,872,172,0.004489058596082032,0.001,33550,2.8573227882385255
9468.284659873694,12947,50.0,-5.62843442,43800,253,876,172,0.003920178525149822,0.001,33750,2.828443880081177
9477.890266954899,12961,50.0,-5.607612700000001,44000,253,880,173,0.0038107192935422063,0.001,33950,2.7856747627258303
9495.2958730869,12988,50.0,-5.60854333,44200,253,884,174,0.004319773619063199,0.001,34150,2.79706449508667
9507.16645784676,13010,50.0,-5.626545589999998,44400,252,888,175,0.004714950351044535,0.001,34350,2.861173768043518
9519.409761622548,13024,50.0,-5.564642359999998,44600,252,892,176,0.004561429535970092,0.001,34550,2.843021831512451
9532.525244075805,13046,50.0,-5.54776837,44800,252,896,177,0.0040399204893037674,0.001,34750,2.828645734786987
9547.481221746653,13066,50.0,-5.52934064,45000,252,900,177,0.005758528090082109,0.001,34950,2.822909893989563
9562.104262582958,13083,50.0,-5.595570550000002,45200,252,904,178,0.0038291330030187963,0.001,35150,2.8276705837249754
9578.782342500985,13103,50.0,-5.582692359999999,45400,252,908,179,0.003692448199726641,0.001,35350,2.793208417892456
9592.127402912825,13126,50.0,-5.623279469999999,45600,252,912,180,0.004670992009341717,0.001,35550,2.7728655767440795
9610.29359934479,13148,50.0,-5.66017435,45800,253,916,181,0.003830894618295133,0.001,35750,2.8560574054718018
9626.600607801229,13173,50.0,-5.6995759900000005,46000,253,920,181,0.0046935378666967155,0.001,35950,2.800606198310852
9635.06670472771,13186,50.0,-5.697281979999999,46200,252,924,182,0.005337630901485682,0.001,36150,2.8027720165252688
9648.9093420133,13208,50.0,-5.694020009999999,46400,252,928,183,0.003941897838376463,0.001,36350,2.7910404109954836
9665.598583195359,13226,50.0,-5.69680611,46600,252,932,184,0.00391617831774056,0.001,36550,2.730764636993408
9685.303096633404,13252,50.0,-5.73097197,46800,252,936,185,0.0057592147402465346,0.001,36750,2.7396346139907837
9689.576069280505,13263,50.0,-5.649628610000001,47000,252,940,186,0.004785792613402009,0.001,36950,2.7680307245254516
9703.67504543811,13288,50.0,-5.671799850000001,47200,252,944,187,0.0049002089584246275,0.001,37150,2.7506304788589477
9718.301747392863,13308,50.0,-5.63085594,47400,252,948,188,0.003776958282105625,0.001,37350,2.788284978866577
9724.867294166237,13320,50.0,-5.559747720000001,47600,251,952,188,0.004616464786231518,0.001,37550,2.7489351511001585
9743.57035601139,13345,50.0,-5.5697180600000005,47800,251,956,189,0.005014773244038224,0.001,37750,2.730738334655762
9766.109493680298,13366,50.0,-5.628063629999999,48000,251,960,190,0.003304640124551952,0.001,37950,2.7378200244903566
9784.40060647577,13390,50.0,-5.61717851,48200,251,964,191,0.005634035742841661,0.001,38150,2.7094618844985963
9804.700198221952,13412,50.0,-5.62049553,48400,251,968,192,0.0033377811196260154,0.001,38350,2.7207952737808228
9831.581403519958,13437,50.0,-5.629616419999999,48600,250,972,194,0.003609879349824041,0.001,38550,2.743468508720398
9849.362549562007,13460,50.0,-5.637458549999999,48800,249,976,195,0.004292166796512902,0.001,38750,2.756820111274719
9860.39537941292,13478,50.0,-5.67094234,49000,249,980,196,0.0037926104548387228,0.001,38950,2.729663624763489
9876.256468024105,13498,50.0,-5.636173369999999,49200,249,984,196,0.003678984655998647,0.001,39150,2.734038667678833
9888.91086006537,13523,50.0,-5.652837400000001,49400,249,988,197,0.00476511717773974,0.001,39350,2.7098321199417112
9908.15026031807,13544,50.0,-5.668325739999999,49600,249,992,198,0.0035188285959884525,0.001,39550,2.725007586479187
9931.537721350789,13568,50.0,-5.706557750000001,49800,249,996,199,0.004940071473829449,0.001,39750,2.756636281013489
9938.261450365186,13581,50.0,-5.65052956,50000,249,1000,200,0.005330659211613238,0.001,39950,2.7304931592941286
9952.653635401279,13600,50.0,-5.63887245,50200,249,1004,201,0.004835223914124071,0.001,40150,2.7029334926605224
9966.637079481035,13619,50.0,-5.6047246699999995,50400,249,1008,201,0.00540192767046392,0.001,40350,2.6916697883605956
9985.137183945626,13642,50.0,-5.59868688,50600,249,1012,202,0.004113395102322102,0.001,40550,2.7075482320785524
9998.096136827022,13658,50.0,-5.5829327100000015,50800,249,1016,203,0.00373991409316659,0.001,40750,2.6710573863983154
10005.183123245835,13671,50.0,-5.5315860599999995,51000,249,1020,204,0.0045204981532879175,0.001,40950,2.68444953918457
10009.132626380771,13678,50.0,-5.51032739,51200,248,1024,205,0.004931078744120896,0.001,41150,2.599588541984558
10030.537277001888,13697,50.0,-5.48313672,51400,248,1028,206,0.0046999278757721185,0.001,41350,2.636645255088806
10037.459121976048,13713,50.0,-5.4727285199999995,51600,248,1032,208,0.0055732868192717435,0.001,41550,2.630217294692993
10051.171541415155,13733,50.0,-5.4531152899999995,51800,247,1036,209,0.003936284300871193,0.001,41750,2.642795038223267
10070.377846673131,13754,50.0,-5.5068690400000015,52000,246,1040,210,0.004482477656565607,0.001,41950,2.6239985847473144
10083.557767231017,13779,50.0,-5.503161680000002,52200,245,1044,212,0.005300550763495266,0.001,42150,2.64243597984314
10102.059016089886,13799,50.0,-5.53656481,52400,245,1048,213,0.004595416127704084,0.001,42350,2.613457942008972
10123.445526063442,13821,50.0,-5.608551259999998,52600,244,1052,215,0.003551474513951689,0.001,42550,2.600789408683777
10135.799049112946,13837,50.0,-5.570558650000001,52800,244,1056,216,0.004720749696716666,0.001,42750,2.6579142236709594
10141.623381685466,13848,50.0,-5.50777751,53000,243,1060,217,0.004443551157601177,0.001,42950,2.6013722944259645
10150.94418906793,13863,50.0,-5.449387509999999,53200,243,1064,218,0.003966509583406151,0.001,43150,2.589789476394653
10163.056781765074,13881,50.0,-5.4430652099999985,53400,243,1068,219,0.004058176893740892,0.001,43350,2.5719477891922
10176.0852705203,13897,50.0,-5.380862720000001,53600,242,1072,220,0.005516396975144744,0.001,43550,2.5859860372543335
10190.869754999876,13919,50.0,-5.335433250000001,53800,242,1076,221,0.0038423167122527955,0.001,43750,2.556895442008972
10213.646838005632,13939,50.0,-5.35537352,54000,241,1080,223,0.004520445275120437,0.001,43950,2.552308430671692
10241.018481649458,13965,50.0,-5.41858363,54200,241,1084,224,0.004529186827130616,0.001,44150,2.580762047767639
10258.029237888753,13984,50.0,-5.407521930000001,54400,241,1088,225,0.0033492734283208847,0.001,44350,2.5139419984817506
10273.339397076517,14004,50.0,-5.43237087,54600,240,1092,226,0.003706179019063711,0.001,44550,2.54366596698761
10289.801183722913,14020,50.0,-5.399088379999999,54800,240,1096,227,0.004670097203925252,0.001,44750,2.537942957878113
10302.12048406154,14037,50.0,-5.419167239999999,55000,240,1100,228,0.0041353291971609,0.001,44950,2.5172890710830687
10321.356645975262,14057,50.0,-5.429773690000002,55200,240,1104,229,0.005112999198026955,0.001,45150,2.5706288862228392
10332.855411790311,14080,50.0,-5.430545490000001,55400,240,1108,230,0.0043411583686247465,0.001,45350,2.5047508382797243
10336.289327140898,14089,50.0,-5.347432799999998,55600,240,1112,231,0.004618527460843324,0.001,45550,2.561547884941101
10349.937097404152,14112,50.0,-5.320418619999999,55800,239,1116,232,0.0046074793767184015,0.001,45750,2.517019772529602
10352.358506184071,14119,50.0,-5.304068349999999,56000,239,1120,234,0.004359394856728613,0.001,45950,2.5371188020706175
10362.56857066974,14131,50.0,-5.338218169999999,56200,239,1124,234,0.005245261793024838,0.001,46150,2.508626728057861
10383.455217514187,14150,50.0,-5.34065765,56400,239,1128,235,0.005301245809532702,0.001,46350,2.5531563138961793
10403.519152138382,14171,50.0,-5.395755329999999,56600,239,1132,236,0.003639026009477675,0.001,46550,2.517994074821472
10411.05219219625,14185,50.0,-5.4108702300000004,56800,239,1136,237,0.003772463328205049,0.001,46750,2.4880594873428343
10424.609165713191,14200,50.0,-5.41434551,57000,239,1140,238,0.0045320386113598945,0.001,46950,2.4828063297271727
10437.01716299355,14216,50.0,-5.376979760000001,57200,238,1144,239,0.003953327815979719,0.001,47150,2.549118256568909
10449.520373091102,14230,50.0,-5.324816710000001,57400,238,1148,240,0.003937439676374197,0.001,47350,2.4911826276779174
10473.638353191316,14258,50.0,-5.3335275200000005,57600,238,1152,241,0.0038178351847454905,0.001,47550,2.467903871536255
10492.664396710694,14279,50.0,-5.3567135499999985,57800,238,1156,242,0.003856657641008496,0.001,47750,2.502803931236267
10500.762905351818,14289,50.0,-5.36876364,58000,238,1160,243,0.004572160025127232,0.001,47950,2.454714922904968
10517.696507900953,14309,50.0,-5.40741992,58200,237,1164,244,0.004338026195764542,0.001,48150,2.477756896018982
10531.522916119546,14327,50.0,-5.41318943,58400,237,1168,245,0.007199702872894704,0.001,48350,2.4909158611297606
10540.584132540971,14335,50.0,-5.383657380000001,58600,237,1172,246,0.0047772070672363045,0.001,48550,2.4773209953308104
10554.37311745435,14351,50.0,-5.413418019999999,58800,237,1176,247,0.0037843588110990822,0.001,48750,2.432219271659851
10567.598603535444,14367,50.0,-5.40204537,59000,237,1180,248,0.004975786977447569,0.001,48950,2.423056700229645
10583.205379340798,14381,50.0,-5.319078039999999,59200,236,1184,249,0.004479747726581991,0.001,49150,2.4445822930335996
10608.54893194884,14404,50.0,-5.35893691,59400,236,1188,251,0.0037363212229683997,0.001,49350,2.4304726266860963
10641.859763737768,14435,50.0,-5.4096530099999995,59600,236,1192,252,0.004238468362018466,0.001,49550,2.398342976570129
10664.304205391556,14466,50.0,-5.45551796,59800,236,1196,252,0.003368290376383811,0.001,49750,2.4133952856063843
10674.301038902253,14482,50.0,-5.488100480000001,60000,236,1200,253,0.005290147801861167,0.001,49950,2.4120636796951294
10684.188851367682,14501,50.0,-5.4755339900000015,60200,236,1204,254,0.005418101316317916,0.001,50150,2.394491000175476
10686.48897229135,14507,50.0,-5.42525067,60400,236,1208,255,0.0053475175192579626,0.001,50350,2.4166981410980224
10703.059214819223,14529,50.0,-5.495825989999999,60600,236,1212,256,0.0037863145326264202,0.001,50550,2.386558837890625
10726.523565281183,14550,50.0,-5.5217201,60800,236,1216,256,0.004654743929859251,0.001,50750,2.3598846101760866
10728.230678740889,14556,50.0,-5.525805429999999,61000,236,1220,257,0.004350000587292016,0.001,50950,2.3460741329193113
10739.951650384814,14569,50.0,-5.525038979999998,61200,236,1224,258,0.006200787047855556,0.001,51150,2.3861582136154174
10761.386820007116,14593,50.0,-5.529309780000001,61400,236,1228,259,0.004255141159519553,0.001,51350,2.349478063583374
10777.861488297582,14618,50.0,-5.51587389,61600,236,1232,260,0.003748017977923155,0.001,51550,2.3180915403366087
10782.087833099067,14632,50.0,-5.48119915,61800,236,1236,261,0.004806488142348826,0.001,51750,2.3935052943229675
10792.392419405282,14650,50.0,-5.4758070399999985,62000,236,1240,262,0.004854527045972645,0.001,51950,2.3288093185424805
10818.40539162606,14683,50.0,-5.552151480000001,62200,236,1244,263,0.004738204167224467,0.001,52150,2.3362199902534484
10825.598833438009,14695,50.0,-5.541089370000001,62400,235,1248,264,0.006377327064983547,0.001,52350,2.3625749015808104
10835.669034391642,14706,50.0,-5.489000989999999,62600,235,1252,265,0.0035332610784098504,0.001,52550,2.3798459506034852
10855.503747858107,14730,50.0,-5.489721300000001,62800,235,1256,266,0.004577463301829994,0.001,52750,2.345248825550079
10882.31122649461,14755,50.0,-5.53611436,63000,235,1260,267,0.0035176380164921284,0.001,52950,2.307412190437317
10887.453024111688,14764,50.0,-5.485303429999999,63200,235,1264,268,0.0037422511633485554,0.001,53150,2.351412506103516
10903.034591626376,14785,50.0,-5.47712864,63400,235,1268,269,0.003851172684226185,0.001,53350,2.315608341693878
10923.802638936788,14807,50.0,-5.503909690000001,63600,235,1272,269,0.005151686542667448,0.001,53550,2.314870982170105
10951.126195330173,14841,50.0,-5.549101260000002,63800,235,1276,270,0.003906817364040762,0.001,53750,2.237748029232025
10964.432970304042,14862,50.0,-5.537794730000001,64000,235,1280,271,0.004612465044483542,0.001,53950,2.3456551957130434
10968.377203069627,14871,50.0,-5.5319674,64200,235,1284,272,0.004059209495317191,0.001,54150,2.2834250640869143
10981.80110148713,14890,50.0,-5.470830619999999,64400,235,1288,273,0.006390205994248391,0.001,54350,2.2992455053329466
11016.381542392075,14918,50.0,-5.468498980000001,64600,235,1292,274,0.00440777322743088,0.001,54550,2.295458261966705
11029.265988230705,14939,50.0,-5.429427960000001,64800,235,1296,275,0.003998084063641727,0.001,54750,2.2583519434928894
11040.70272833854,14954,50.0,-5.399357489999999,65000,234,1300,276,0.0032380095473490654,0.001,54950,2.259608232975006
11045.732110865414,14965,50.0,-5.33468713,65200,234,1304,277,0.0034545503603294492,0.001,55150,2.2861155128479003
11063.213586241007,14980,50.0,-5.38864031,65400,234,1308,278,0.005612128190696239,0.001,55350,2.241288776397705
11077.012486815453,14997,50.0,-5.38519596,65600,234,1312,279,0.003118234926369041,0.001,55550,2.2584639239311217
11090.991048023105,15013,50.0,-5.37530954,65800,234,1316,280,0.003392362182494253,0.001,55750,2.248305871486664
11110.343026563525,15036,50.0,-5.462502350000001,66000,234,1320,281,0.005034578898921609,0.001,55950,2.272503671646118
11125.55610692501,15055,50.0,-5.490637479999999,66200,234,1324,282,0.003669293108396232,0.001,56150,2.187976357936859
11129.235825058073,15065,50.0,-5.45822055,66400,234,1328,283,0.004365824186243117,0.001,56350,2.275344686508179
11141.46775295958,15082,50.0,-5.44229914,66600,234,1332,283,0.0036123116919770837,0.001,56550,2.2327391600608824
11159.580158922821,15103,50.0,-5.49555951,66800,234,1336,284,0.0036873081373050808,0.001,56750,2.2328601837158204
11173.85341931507,15125,50.0,-5.489955380000001,67000,234,1340,285,0.0048758955532684925,0.001,56950,2.268237407207489
11190.10066653043,15145,50.0,-5.4697656,67200,234,1344,286,0.003426271153148264,0.001,57150,2.2728556752204896
11209.093452237546,15164,50.0,-5.515048439999999,67400,234,1348,287,0.004040538270492107,0.001,57350,2.2181801080703734
11220.730967979878,15180,50.0,-5.53175542,67600,234,1352,288,0.004629235249012709,0.001,57550,2.270470960140228
11227.087671205401,15191,50.0,-5.49085162,67800,234,1356,288,0.0039284629793837665,0.001,57750,2.2518104410171507
11231.4122383371,15200,50.0,-5.44386537,68000,234,1360,289,0.004259813933167607,0.001,57950,2.249067006111145
11251.008914224803,15223,50.0,-5.4971640100000005,68200,234,1364,290,0.004487578286789358,0.001,58150,2.1992515826225283
11267.606679972261,15244,50.0,-5.511905760000002,68400,234,1368,291,0.003972746478393674,0.001,58350,2.246835389137268
11285.991080407053,15263,50.0,-5.52381283,68600,234,1372,292,0.003540462418459356,0.001,58550,2.219428768157959
11295.824603889138,15277,50.0,-5.4392492400000005,68800,234,1376,293,0.0047414101613685485,0.001,58750,2.276973388195038
11305.561560831964,15291,50.0,-5.39047357,69000,234,1380,294,0.003113323086872697,0.001,58950,2.2087116169929506
11318.98155131191,15315,50.0,-5.419253959999999,69200,234,1384,294,0.004526468394324183,0.001,59150,2.224861307144165
11350.37710012868,15347,50.0,-5.50361618,69400,234,1388,295,0.004010552105028182,0.001,59350,2.2010356163978577
